"State","Condition","Measure Name","State Average"
"AK","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","66"
"AK","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","68"
"AK","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","96"
"AK","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","75"
"AK","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","93"
"AK","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","90"
"AL","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"AL","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"AL","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"AL","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"AL","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","91"
"AL","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","87"
"AL","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","85"
"AL","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","31"
"AL","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","76"
"AL","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","94"
"AL","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"AL","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","88"
"AL","Heart Failure","Heart Failure Patients Given Discharge Instructions","73"
"AL","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","90"
"AL","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","79"
"AL","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","81"
"AL","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","93"
"AL","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"AL","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","90"
"AL","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","85"
"AL","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","90"
"AL","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","81"
"AL","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","82"
"AL","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","86"
"AL","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","98"
"AL","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","89"
"AL","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","93"
"AL","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","84"
"AR","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"AR","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"AR","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"AR","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"AZ","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","91"
"AZ","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","89"
"AZ","Heart Failure","Heart Failure Patients Given Discharge Instructions","64"
"AZ","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","92"
"AZ","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","80"
"AZ","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","80"
"AZ","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","90"
"AZ","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"AZ","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","85"
"AZ","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","87"
"AZ","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"AZ","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","90"
"AZ","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","84"
"AZ","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","87"
"AZ","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","98"
"AZ","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","88"
"AZ","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","95"
"AZ","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","87"
"CA","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma","34"
"CA","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma","100"
"CA","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma","99"
"CA","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","93"
"CA","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","97"
"CA","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","94"
"CA","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","95"
"CA","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","52"
"CA","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","77"
"CA","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","95"
"CA","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","91"
"CA","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","92"
"CA","Heart Failure","Heart Failure Patients Given Discharge Instructions","79"
"CA","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","93"
"CA","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","80"
"CA","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","81"
"CA","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","92"
"CA","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"CA","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","89"
"CA","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","88"
"CA","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"CA","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","87"
"CA","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","80"
"CA","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","82"
"CA","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","95"
"CA","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","88"
"CA","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","94"
"CA","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","85"
"CO","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"CO","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"CO","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"CO","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","97"
"CO","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","97"
"CO","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","97"
"CO","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","97"
"CO","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","27"
"CO","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","84"
"CO","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","94"
"CO","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","90"
"CO","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","87"
"CO","Heart Failure","Heart Failure Patients Given Discharge Instructions","73"
"CO","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","95"
"CO","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","79"
"CO","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","78"
"CO","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","94"
"CO","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"CO","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","83"
"CO","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","89"
"CO","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","90"
"CO","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","78"
"CO","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","90"
"CO","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","91"
"CO","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","94"
"CO","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","92"
"CO","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","95"
"CO","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","89"
"CT","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"CT","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"CT","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"CT","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","94"
"CT","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","98"
"CT","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","98"
"CT","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","98"
"CT","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","12"
"CT","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","69"
"CT","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","97"
"CT","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","93"
"CT","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","96"
"CT","Heart Failure","Heart Failure Patients Given Discharge Instructions","77"
"CT","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","94"
"CT","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","86"
"CT","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","87"
"CT","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","92"
"CT","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"CT","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","90"
"CT","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","88"
"CT","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"CT","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","80"
"CT","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","93"
"CT","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","95"
"CT","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","98"
"CT","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","94"
"CT","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","97"
"CT","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","92"
"DC","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"DC","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"DC","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"DC","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","98"
"DC","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","92"
"DC","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","95"
"DC","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","99"
"DC","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","100"
"DC","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","54"
"DC","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","98"
"DC","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","93"
"DC","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","94"
"DC","Heart Failure","Heart Failure Patients Given Discharge Instructions","74"
"DC","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","94"
"DC","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","59"
"DC","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","65"
"DC","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","79"
"DC","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"DC","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","95"
"DC","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","88"
"DC","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","83"
"DC","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","76"
"DC","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","86"
"DC","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","89"
"DC","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","99"
"DC","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","89"
"DC","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","91"
"DC","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","86"
"DE","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"DE","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"DE","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"DE","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","92"
"DE","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","99"
"DE","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","98"
"DE","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","98"
"DE","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","33"
"DE","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","70"
"DE","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","99"
"DE","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","93"
"DE","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","97"
"DE","Heart Failure","Heart Failure Patients Given Discharge Instructions","89"
"DE","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","100"
"DE","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","84"
"DE","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","85"
"DE","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","95"
"DE","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"DE","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","99"
"DE","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","94"
"DE","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","90"
"DE","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","92"
"DE","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","90"
"DE","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","93"
"DE","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","99"
"DE","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","94"
