"State","Condition","Measure Name","Measure Code","Score"
"TX","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","100"
"UT","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"VT","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"VI","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"VA","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"WA","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"WV","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"WI","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"WY","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"AS","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"GU","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"MP","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"AL","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"AK","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"AZ","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"AR","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"CA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","99"
"CO","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"CT","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"DE","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"DC","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"FL","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","100"
"GA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"HI","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"ID","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"IL","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"IN","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"IA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"KS","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"KY","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"LA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"ME","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MD","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MI","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MN","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MS","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MO","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MT","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NE","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NV","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NH","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NJ","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NM","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NY","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NC","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","100"
"ND","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"OH","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"OK","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"OR","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"PA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"PR","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"RI","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"SC","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"SD","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"TN","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"TX","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","99"
"UT","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"VT","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"VI","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"VA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"WA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"WV","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"WI","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"WY","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"AS","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"GU","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MP","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"AL","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","89"
"AK","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","87"
"AZ","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","86"
"AR","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","91"
"CA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","92"
"CO","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","89"
"CT","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","86"
"DE","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","93"
"DC","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","77"
"FL","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","92"
"GA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","87"
"HI","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","90"
"ID","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","88"
"IL","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","91"
"IN","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","87"
"IA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","87"
"KS","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","85"
"KY","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","84"
"LA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","88"
"ME","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","94"
"MD","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","87"
"MA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","91"
"MI","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","91"
"MN","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","86"
"MS","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","88"
"MO","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","88"
"MT","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","84"
"NE","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","88"
"NV","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","90"
"NH","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","93"
"NJ","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","94"
"NM","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","81"
"NY","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","91"
"NC","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","91"
"ND","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","90"
"OH","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","92"
"OK","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","85"
"OR","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","85"
"PA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","91"
"PR","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","79"
"RI","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","85"
"SC","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","90"
"SD","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","88"
"TN","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","89"
"TX","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","91"
"UT","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","92"
"VT","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","89"
"VI","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","88"
"VA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","93"
"WA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","86"
"WV","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","86"
"WI","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","87"
"WY","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","84"
"AS","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","N/A"
"GU","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","74"
"MP","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","N/A"
"AL","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","97"
"AK","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","97"
"AZ","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"AR","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","97"
"CA","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","98"
"CO","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","98"
"CT","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"DE","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"DC","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","97"
"FL","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"GA","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","98"
"HI","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","97"
"ID","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"IL","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"IN","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","98"
"IA","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","95"
"KS","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","93"
"KY","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","97"
"LA","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","97"
"ME","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"MD","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","98"
"MA","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"MI","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"MN","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","96"
"MS","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","96"
"MO","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","97"
"MT","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","92"
"NE","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","96"
"NV","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"NH","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"NJ","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"NM","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","94"
"NY","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"NC","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"ND","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","93"
"OH","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"OK","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","95"
"OR","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","98"
"PA","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"PR","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","90"
"RI","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
"SC","Heart Failure Process of Care Measures","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","HF_2","99"
