"State","Condition","Measure Name","Category","Number of Hospitals"
"AL","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","97"
"AK","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","16"
"AZ","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","69"
"AR","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","70"
"CA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","304"
"CO","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","66"
"CT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","31"
"DE","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","4"
"DC","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","8"
"FL","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","177"
"GA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","136"
"HI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","15"
"ID","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","32"
"IL","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","161"
"IN","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","115"
"IA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","114"
"KS","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","115"
"KY","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","92"
"LA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","102"
"ME","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","38"
"MD","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","39"
"MA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","58"
"MI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","127"
"MN","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","115"
"MS","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","84"
"MO","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","112"
"MT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","43"
"NE","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","79"
"NV","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","27"
"NH","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","26"
"NJ","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","61"
"NM","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","38"
"NY","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","172"
"NC","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","108"
"ND","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","42"
"OH","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","152"
"OK","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","102"
"OR","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","56"
"PA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","159"
"PR","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","34"
"RI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","9"
"SC","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","59"
"SD","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","51"
"TN","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","108"
"TX","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","326"
"UT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","32"
"VT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","14"
"VI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","2"
"VA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","80"
"WA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","78"
"WV","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","51"
"WI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","121"
"WY","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","26"
"AS","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","1"
"GU","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","1"
"MP","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","1"
"Nation","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","No different than U.S. National Rate","4356"
"AL","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","92"
"AK","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","10"
"AZ","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","64"
"AR","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","72"
"CA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","292"
"CO","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","54"
"CT","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","30"
"DE","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","6"
"DC","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","7"
"FL","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","163"
"GA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","126"
"HI","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","12"
"ID","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","24"
"IL","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","164"
"IN","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","109"
"IA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","104"
"KS","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","90"
"KY","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","83"
"LA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","89"
"ME","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","37"
"MD","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","35"
"MA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","57"
"MI","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","116"
"MN","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","102"
"MS","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","81"
"MO","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","103"
"MT","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","28"
"NE","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","51"
"NV","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","28"
"NH","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","23"
"NJ","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","48"
"NM","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","34"
"NY","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","154"
"NC","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","98"
"ND","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","30"
"OH","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","149"
"OK","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","94"
"OR","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","50"
"PA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","146"
"PR","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","32"
"RI","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","9"
"SC","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","56"
"SD","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","33"
"TN","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","107"
"TX","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","307"
"UT","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","22"
"VT","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","13"
"VI","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","2"
"VA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","79"
"WA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","66"
"WV","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","48"
"WI","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","116"
"WY","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","23"
"AS","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","0"
"GU","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","1"
"MP","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","0"
"Nation","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","No different than U.S. National Rate","3969"
"AL","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","4"
"AK","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"AZ","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"AR","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","4"
"CA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","8"
"CO","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"CT","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","2"
"DE","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"DC","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"FL","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","8"
"GA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"HI","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"ID","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"IL","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","15"
"IN","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","4"
"IA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"KS","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"KY","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","8"
"LA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","5"
"ME","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"MD","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","10"
"MA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","6"
"MI","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","8"
"MN","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"MS","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","6"
"MO","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","7"
"MT","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"NE","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"NV","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"NH","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"NJ","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","22"
"NM","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"NY","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","36"
"NC","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","4"
"ND","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"OH","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","5"
"OK","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","2"
"OR","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"PA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","9"
"PR","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","2"
"RI","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","2"
"SC","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","2"
"SD","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"TN","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","5"
"TX","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","6"
"UT","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"VT","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"VI","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"VA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","2"
"WA","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"WV","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","2"
"WI","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"WY","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"AS","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"GU","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"MP","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"Nation","Heart Failure","Heart failure (HF) 30-Day Readmission Rate","Worse than U.S. National Rate","199"
"AL","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"AK","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"AZ","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"AR","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","2"
"CA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"CO","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"CT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"DE","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"DC","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"FL","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","2"
"GA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","2"
"HI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"ID","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","2"
"IL","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"IN","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","3"
"IA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"KS","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"KY","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"LA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"ME","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"MD","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"MA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"MI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"MN","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"MS","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"MO","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"MT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"NE","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"NV","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"NH","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"NJ","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"NM","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","2"
"NY","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"NC","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"ND","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"OH","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"OK","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","2"
"OR","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","2"
"PA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","2"
"PR","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"RI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"SC","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"SD","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"TN","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"TX","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","6"
"UT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","3"
"VT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","1"
"VI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"VA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"WA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","3"
"WV","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"WI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"WY","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"AS","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"GU","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
"MP","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","0"
