"State","Condition","Measure Name","State Average"
"AL","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","90"
"AL","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","83"
"AL","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","84"
"AL","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","38"
"AL","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","60"
"AL","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","87"
"AL","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","83"
"AL","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","81"
"AL","Heart Failure","Heart Failure Patients Given Discharge Instructions","60"
"AL","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","81"
"AL","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","68"
"AL","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","68"
"AL","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","80"
"AL","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"AL","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","83"
"AL","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","83"
"AL","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","89"
"AL","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","78"
"AL","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","86"
"AL","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","72"
"AL","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","75"
"AL","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","75"
"AR","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"AR","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","89"
"AR","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","85"
"AR","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","84"
"AR","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","86"
"AR","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","45"
"AR","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","54"
"AR","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","87"
"AR","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"AR","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","83"
"AR","Heart Failure","Heart Failure Patients Given Discharge Instructions","71"
"AR","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","90"
"AR","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","77"
"AR","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","76"
"AR","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","85"
"AR","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"AR","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","87"
"AR","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","86"
"AR","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","92"
"AR","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","76"
"AR","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","89"
"AR","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","68"
"AR","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","72"
"AR","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","75"
"AZ","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"AZ","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","94"
"AZ","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","92"
"AZ","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","89"
"AZ","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","91"
"AZ","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","18"
"AZ","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","46"
"AZ","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","91"
"AZ","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","83"
"AZ","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","84"
"AZ","Heart Failure","Heart Failure Patients Given Discharge Instructions","49"
"AZ","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","80"
"AZ","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","70"
"AZ","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","70"
"AZ","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","76"
"AZ","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"AZ","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","75"
"AZ","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","87"
"AZ","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","88"
"AZ","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","76"
"AZ","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","89"
"AZ","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","71"
"AZ","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","76"
"AZ","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","73"
"CA","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"CA","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","96"
"CA","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","91"
"CA","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","90"
"CA","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","91"
"CA","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","45"
"CA","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","58"
"CA","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","89"
"CA","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"CA","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","87"
"CA","Heart Failure","Heart Failure Patients Given Discharge Instructions","63"
"CA","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","86"
"CA","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","66"
"CA","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","65"
"CA","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","79"
"CA","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"CA","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","79"
"CA","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","85"
"CA","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","89"
"CA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","78"
"CA","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","89"
"CA","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","69"
"CA","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","73"
"CA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","70"
"CO","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"CO","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","98"
"CO","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","97"
"CO","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","92"
"CO","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","94"
"CO","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","44"
"CO","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","69"
"CO","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","95"
"CO","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"CO","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","83"
"CO","Heart Failure","Heart Failure Patients Given Discharge Instructions","62"
"CO","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","84"
"CO","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","75"
"CO","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","75"
"CO","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","86"
"CO","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"CO","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","82"
"CO","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","86"
"CO","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"CO","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","85"
"CO","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","92"
"CO","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","79"
"CO","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","83"
"CO","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","73"
"CT","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"CT","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","97"
"CT","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","97"
"CT","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","96"
"CT","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","98"
"CT","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","38"
"CT","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","62"
"CT","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","92"
"CT","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"CT","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","95"
"CT","Heart Failure","Heart Failure Patients Given Discharge Instructions","65"
"CT","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","89"
"CT","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","84"
"CT","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","81"
"CT","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","82"
"CT","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"CT","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","91"
"CT","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","88"
"CT","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","90"
"CT","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","86"
"CT","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","94"
"CT","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","87"
"CT","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","90"
"CT","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","79"
"DC","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"DC","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","95"
"DC","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","94"
"DC","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","89"
"DC","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","92"
"DC","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","53"
"DC","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","29"
"DC","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","72"
"DC","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"DC","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","88"
"DC","Heart Failure","Heart Failure Patients Given Discharge Instructions","63"
"DC","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","87"
"DC","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","43"
"DC","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","38"
"DC","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","59"
"DC","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"DC","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","75"
"DC","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","87"
"DC","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","84"
"DC","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","86"
"DC","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","85"
"DC","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","85"
"DC","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","90"
"DC","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","71"
"DE","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"DE","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","97"
"DE","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","98"
"DE","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","94"
"DE","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","96"
"DE","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","31"
"DE","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","57"
"DE","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","99"
"DE","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"DE","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","94"
"DE","Heart Failure","Heart Failure Patients Given Discharge Instructions","79"
"DE","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","94"
"DE","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","83"
"DE","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","76"
"DE","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","73"
"DE","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"DE","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","93"
"DE","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","88"
"DE","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","87"
"DE","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","87"
"DE","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","92"
"DE","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","79"
"DE","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","82"
"DE","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","82"
"FL","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"FL","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","93"
"FL","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","90"
"FL","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","89"
"FL","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","92"
"FL","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","35"
"FL","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","56"
"FL","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","94"
"FL","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","83"
"FL","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","91"
"FL","Heart Failure","Heart Failure Patients Given Discharge Instructions","67"
"FL","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","92"
"FL","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","76"
"FL","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","75"
"FL","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","77"
"FL","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"FL","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","92"
"FL","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","85"
"FL","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","88"
"FL","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","86"
"FL","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","88"
"FL","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","73"
"FL","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","80"
"FL","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","74"
"GA","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","79"
"GA","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","90"
"GA","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","88"
"GA","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","82"
"GA","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","88"
"GA","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","41"
"GA","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","54"
"GA","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","88"
"GA","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"GA","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","81"
"GA","Heart Failure","Heart Failure Patients Given Discharge Instructions","64"
"GA","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","88"
"GA","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","70"
"GA","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","67"
"GA","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","77"
"GA","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"GA","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","85"
"GA","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","83"
"GA","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","88"
"GA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","73"
"GA","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","88"
"GA","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","73"
"GA","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","78"
"GA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","74"
"GU","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","92"
"GU","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","92"
"GU","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","88"
"GU","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","88"
"GU","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","91"
"GU","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","50"
"GU","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival",
"GU","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","56"
"GU","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","77"
"GU","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","61"
"GU","Heart Failure","Heart Failure Patients Given Discharge Instructions","5"
"GU","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","41"
"GU","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","33"
"GU","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","30"
"GU","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","66"
"GU","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","98"
"GU","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","42"
"GU","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","82"
