,Provider ID,City,State,ZIP Code,County Name,Measure,Score,Compared to National
20,30065,MESA,AZ,85202,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.3,1.0
21,30067,PARKER,AZ,85344,LA PAZ,Central Line Associated Blood Stream Infections (CLABSI),,
22,30068,SAFFORD,AZ,85546,GRAHAM,Central Line Associated Blood Stream Infections (CLABSI),,
23,30069,LAKE HAVASU CITY,AZ,86403,MOHAVE,Central Line Associated Blood Stream Infections (CLABSI),0.0,
24,30071,FORT DEFIANCE,AZ,86504,APACHE,Central Line Associated Blood Stream Infections (CLABSI),,
25,30073,TUBA CITY,AZ,86045,COCONINO,Central Line Associated Blood Stream Infections (CLABSI),,
26,30078,PHOENIX,AZ,85016,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),,
27,30083,PHOENIX,AZ,85032,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.0,
28,30084,CHINLE,AZ,86503,APACHE,Central Line Associated Blood Stream Infections (CLABSI),,
29,30085,TUCSON,AZ,85741,PIMA,Central Line Associated Blood Stream Infections (CLABSI),1.11,0.0
30,30087,SCOTTSDALE,AZ,85260,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.1,1.0
31,30088,MESA,AZ,85206,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.94,0.0
32,30089,GLENDALE,AZ,85306,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.07,1.0
33,30092,PHOENIX,AZ,85027,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.24,0.0
34,30093,SUN CITY WEST,AZ,85375,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.8,0.0
35,30094,GLENDALE,AZ,85308,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.42,0.0
36,30100,TUCSON,AZ,85704,PIMA,Central Line Associated Blood Stream Infections (CLABSI),0.56,0.0
37,30101,BULLHEAD CITY,AZ,86442,MOHAVE,Central Line Associated Blood Stream Infections (CLABSI),0.66,0.0
38,30103,PHOENIX,AZ,85054,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.0,1.0
39,30105,MESA,AZ,85206,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.49,0.0
40,30108,PHOENIX,AZ,85015,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),,
41,30110,GOODYEAR,AZ,85395,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.0,1.0
42,30111,TUCSON,AZ,85713,PIMA,Central Line Associated Blood Stream Infections (CLABSI),0.0,
43,30114,ORO VALLEY,AZ,85755,PIMA,Central Line Associated Blood Stream Infections (CLABSI),0.0,
44,30115,PHOENIX,AZ,85037,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.31,0.0
45,30117,FORT MOHAVE,AZ,86426,MOHAVE,Central Line Associated Blood Stream Infections (CLABSI),,
46,30118,PRESCOTT VALLEY,AZ,86314,YAVAPAI,Central Line Associated Blood Stream Infections (CLABSI),,
47,30119,GILBERT,AZ,85296,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.28,0.0
48,30120,GILBERT,AZ,85295,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),,
49,30121,MESA,AZ,85209,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.54,0.0
50,30122,GILBERT,AZ,85234,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.47,0.0
51,30123,SCOTTSDALE,AZ,85255,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.0,
52,30126,MESA,AZ,85201,MARICOPA,Central Line Associated Blood Stream Infections (CLABSI),0.0,
53,30130,SAN TAN VALLEY,AZ,85140,PINAL,Central Line Associated Blood Stream Infections (CLABSI),,
54,31304,PAGE,AZ,86040,COCONINO,Central Line Associated Blood Stream Infections (CLABSI),,
55,31313,NOGALES,AZ,85621,SANTA CRUZ,Central Line Associated Blood Stream Infections (CLABSI),,
56,40001,SILOAM SPRINGS,AR,72761,BENTON,Central Line Associated Blood Stream Infections (CLABSI),,
57,40002,CLARKSVILLE,AR,72830,JOHNSON,Central Line Associated Blood Stream Infections (CLABSI),,
58,40004,FAYETTEVILLE,AR,72703,WASHINGTON,Central Line Associated Blood Stream Infections (CLABSI),0.5,0.0
59,40007,LITTLE ROCK,AR,72205,PULASKI,Central Line Associated Blood Stream Infections (CLABSI),0.47,1.0
60,40010,ROGERS,AR,72758,BENTON,Central Line Associated Blood Stream Infections (CLABSI),0.0,
61,40011,DANVILLE,AR,72833,YELL,Central Line Associated Blood Stream Infections (CLABSI),,
62,40014,SEARCY,AR,72143,WHITE,Central Line Associated Blood Stream Infections (CLABSI),0.79,0.0
63,40015,MENA,AR,71953,POLK,Central Line Associated Blood Stream Infections (CLABSI),,
64,40016,LITTLE ROCK,AR,72205,PULASKI,Central Line Associated Blood Stream Infections (CLABSI),0.2,1.0
65,40017,HARRISON,AR,72601,BOONE,Central Line Associated Blood Stream Infections (CLABSI),,
66,40018,VAN BUREN,AR,72956,CRAWFORD,Central Line Associated Blood Stream Infections (CLABSI),,
67,40019,FORREST CITY,AR,72335,SAINT FRANCIS,Central Line Associated Blood Stream Infections (CLABSI),,
68,40020,JONESBORO,AR,72401,CRAIGHEAD,Central Line Associated Blood Stream Infections (CLABSI),0.33,1.0
69,40022,SPRINGDALE,AR,72764,WASHINGTON,Central Line Associated Blood Stream Infections (CLABSI),1.03,0.0
70,40026,HOT SPRINGS,AR,71903,GARLAND,Central Line Associated Blood Stream Infections (CLABSI),0.3,0.0
71,40027,MOUNTAIN HOME,AR,72653,BAXTER,Central Line Associated Blood Stream Infections (CLABSI),0.0,
72,40029,CONWAY,AR,72034,FAULKNER,Central Line Associated Blood Stream Infections (CLABSI),0.78,0.0
73,40036,NORTH LITTLE ROCK,AR,72117,PULASKI,Central Line Associated Blood Stream Infections (CLABSI),0.38,0.0
74,40039,PARAGOULD,AR,72450,GREENE,Central Line Associated Blood Stream Infections (CLABSI),,
75,40041,RUSSELLVILLE,AR,72801,POPE,Central Line Associated Blood Stream Infections (CLABSI),,
76,40042,WEST MEMPHIS,AR,72301,CRITTENDEN,Central Line Associated Blood Stream Infections (CLABSI),1.71,0.0
77,40047,POCAHONTAS,AR,72455,RANDOLPH,Central Line Associated Blood Stream Infections (CLABSI),,
78,40050,CAMDEN,AR,71701,OUACHITA,Central Line Associated Blood Stream Infections (CLABSI),,
79,40051,MONTICELLO,AR,71655,DREW,Central Line Associated Blood Stream Infections (CLABSI),,
80,40055,FORT SMITH,AR,72901,SEBASTIAN,Central Line Associated Blood Stream Infections (CLABSI),1.88,0.0
81,40062,FORT SMITH,AR,72917,SEBASTIAN,Central Line Associated Blood Stream Infections (CLABSI),1.25,0.0
82,40067,MAGNOLIA,AR,71754,COLUMBIA,Central Line Associated Blood Stream Infections (CLABSI),,
83,40069,BLYTHEVILLE,AR,72315,MISSISSIPPI,Central Line Associated Blood Stream Infections (CLABSI),,
84,40071,PINE BLUFF,AR,71603,JEFFERSON,Central Line Associated Blood Stream Infections (CLABSI),0.33,0.0
85,40072,STUTTGART,AR,72160,ARKANSAS,Central Line Associated Blood Stream Infections (CLABSI),,
86,40074,JACKSONVILLE,AR,72076,PULASKI,Central Line Associated Blood Stream Infections (CLABSI),,
87,40076,MALVERN,AR,72104,HOT SPRING,Central Line Associated Blood Stream Infections (CLABSI),,
88,40078,HOT SPRINGS,AR,71901,GARLAND,Central Line Associated Blood Stream Infections (CLABSI),0.97,0.0
89,40080,NEWPORT,AR,72112,JACKSON,Central Line Associated Blood Stream Infections (CLABSI),,
90,40084,BENTON,AR,72015,SALINE,Central Line Associated Blood Stream Infections (CLABSI),0.0,
91,40085,HELENA,AR,72342,PHILLIPS,Central Line Associated Blood Stream Infections (CLABSI),,
92,40088,EL DORADO,AR,71731,UNION,Central Line Associated Blood Stream Infections (CLABSI),0.0,
93,40091,HOPE,AR,71801,HEMPSTEAD,Central Line Associated Blood Stream Infections (CLABSI),,
94,40114,LITTLE ROCK,AR,72205,PULASKI,Central Line Associated Blood Stream Infections (CLABSI),0.33,1.0
95,40118,JONESBORO,AR,72401,CRAIGHEAD,Central Line Associated Blood Stream Infections (CLABSI),0.0,
96,40119,BATESVILLE,AR,72503,INDEPENDENCE,Central Line Associated Blood Stream Infections (CLABSI),3.3,-1.0
97,40134,LITTLE ROCK,AR,72211,PULASKI,Central Line Associated Blood Stream Infections (CLABSI),0.4,1.0
98,40137,SHERWOOD,AR,72120,PULASKI,Central Line Associated Blood Stream Infections (CLABSI),,
99,40147,NO LITTLE ROCK,AR,72118,PULASKI,Central Line Associated Blood Stream Infections (CLABSI),,
100,40152,FAYETTEVILLE,AR,72703,WASHINGTON,Central Line Associated Blood Stream Infections (CLABSI),,
101,41310,MOUNTAIN VIEW,AR,72560,STONE,Central Line Associated Blood Stream Infections (CLABSI),,
102,41311,NASHVILLE,AR,71852,HOWARD,Central Line Associated Blood Stream Infections (CLABSI),,
103,41312,HEBER SPRINGS,AR,72543,CLEBURNE,Central Line Associated Blood Stream Infections (CLABSI),,
104,41313,CLINTON,AR,72031,VAN BUREN,Central Line Associated Blood Stream Infections (CLABSI),,
105,41321,ARKADELPHIA,AR,71923,CLARK,Central Line Associated Blood Stream Infections (CLABSI),,
106,41323,CROSSETT,AR,71635,ASHLEY,Central Line Associated Blood Stream Infections (CLABSI),,
107,41324,MORRILTON,AR,72110,CONWAY,Central Line Associated Blood Stream Infections (CLABSI),,
108,41327,WARREN,AR,71671,BRADLEY,Central Line Associated Blood Stream Infections (CLABSI),,
109,41328,LAKE VILLAGE,AR,71653,CHICOT,Central Line Associated Blood Stream Infections (CLABSI),,
110,50002,HAYWARD,CA,94545,ALAMEDA,Central Line Associated Blood Stream Infections (CLABSI),0.21,0.0
111,50006,EUREKA,CA,95501,HUMBOLDT,Central Line Associated Blood Stream Infections (CLABSI),0.0,
112,50007,BURLINGAME,CA,94010,SAN MATEO,Central Line Associated Blood Stream Infections (CLABSI),0.0,
113,50008,SAN FRANCISCO,CA,94114,SAN FRANCISCO,Central Line Associated Blood Stream Infections (CLABSI),0.39,0.0
114,50009,NAPA,CA,94558,NAPA,Central Line Associated Blood Stream Infections (CLABSI),0.26,0.0
115,50013,SAINT HELENA,CA,94574,NAPA,Central Line Associated Blood Stream Infections (CLABSI),0.91,0.0
116,50014,JACKSON,CA,95642,AMADOR,Central Line Associated Blood Stream Infections (CLABSI),0.97,0.0
117,50016,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,Central Line Associated Blood Stream Infections (CLABSI),,
118,50017,SACRAMENTO,CA,95819,SACRAMENTO,Central Line Associated Blood Stream Infections (CLABSI),0.0,1.0
119,50018,LOS ANGELES,CA,90012,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.95,0.0
120,50022,RIVERSIDE,CA,92501,RIVERSIDE,Central Line Associated Blood Stream Infections (CLABSI),0.29,1.0
121,50024,NATIONAL CITY,CA,91950,SAN DIEGO,Central Line Associated Blood Stream Infections (CLABSI),0.38,0.0
122,50025,SAN DIEGO,CA,92103,SAN DIEGO,Central Line Associated Blood Stream Infections (CLABSI),0.39,1.0
123,50026,LA MESA,CA,91942,SAN DIEGO,Central Line Associated Blood Stream Infections (CLABSI),0.16,1.0
124,50028,ARCATA,CA,95521,HUMBOLDT,Central Line Associated Blood Stream Infections (CLABSI),,
125,50030,OROVILLE,CA,95966,BUTTE,Central Line Associated Blood Stream Infections (CLABSI),0.53,0.0
126,50036,BAKERSFIELD,CA,93301,KERN,Central Line Associated Blood Stream Infections (CLABSI),0.22,1.0
127,50038,SAN JOSE,CA,95128,SANTA CLARA,Central Line Associated Blood Stream Infections (CLABSI),0.04,1.0
128,50039,CHICO,CA,95926,BUTTE,Central Line Associated Blood Stream Infections (CLABSI),0.14,1.0
129,50040,SYLMAR,CA,91342,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.48,0.0
130,50042,RED BLUFF,CA,96080,TEHAMA,Central Line Associated Blood Stream Infections (CLABSI),,
131,50043,OAKLAND,CA,94609,ALAMEDA,Central Line Associated Blood Stream Infections (CLABSI),0.41,1.0
132,50045,EL CENTRO,CA,92243,IMPERIAL,Central Line Associated Blood Stream Infections (CLABSI),0.67,0.0
133,50046,OJAI,CA,93023,VENTURA,Central Line Associated Blood Stream Infections (CLABSI),,
134,50047,SAN FRANCISCO,CA,94115,SAN FRANCISCO,Central Line Associated Blood Stream Infections (CLABSI),0.07,1.0
135,50054,BANNING,CA,92220,RIVERSIDE,Central Line Associated Blood Stream Infections (CLABSI),1.51,0.0
136,50055,SAN FRANCISCO,CA,94110,SAN FRANCISCO,Central Line Associated Blood Stream Infections (CLABSI),0.0,
137,50056,LANCASTER,CA,93534,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.3,1.0
138,50057,VISALIA,CA,93291,TULARE,Central Line Associated Blood Stream Infections (CLABSI),0.7,0.0
139,50060,FRESNO,CA,93715,FRESNO,Central Line Associated Blood Stream Infections (CLABSI),0.85,0.0
140,50063,LOS ANGELES,CA,90028,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.33,1.0
141,50067,OAKDALE,CA,95361,STANISLAUS,Central Line Associated Blood Stream Infections (CLABSI),,
142,50069,ORANGE,CA,92868,ORANGE,Central Line Associated Blood Stream Infections (CLABSI),0.95,0.0
143,50070,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,Central Line Associated Blood Stream Infections (CLABSI),1.61,0.0
144,50072,WALNUT CREEK,CA,94596,CONTRA COSTA,Central Line Associated Blood Stream Infections (CLABSI),0.52,0.0
145,50073,VALLEJO,CA,94589,SOLANO,Central Line Associated Blood Stream Infections (CLABSI),0.93,0.0
146,50075,OAKLAND,CA,94611,ALAMEDA,Central Line Associated Blood Stream Infections (CLABSI),0.48,0.0
147,50076,SAN FRANCISCO,CA,94115,SAN FRANCISCO,Central Line Associated Blood Stream Infections (CLABSI),0.41,0.0
148,50077,SAN DIEGO,CA,92103,SAN DIEGO,Central Line Associated Blood Stream Infections (CLABSI),0.82,0.0
149,50078,SAN PEDRO,CA,90732,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.51,0.0
150,50079,SAN PABLO,CA,94806,CONTRA COSTA,Central Line Associated Blood Stream Infections (CLABSI),0.26,0.0
151,50082,OXNARD,CA,93030,VENTURA,Central Line Associated Blood Stream Infections (CLABSI),0.21,1.0
152,50084,STOCKTON,CA,95204,SAN JOAQUIN,Central Line Associated Blood Stream Infections (CLABSI),0.14,1.0
153,50089,SAN BERNARDINO,CA,92411,SAN BERNARDINO,Central Line Associated Blood Stream Infections (CLABSI),0.68,0.0
154,50090,SONOMA,CA,95476,SONOMA,Central Line Associated Blood Stream Infections (CLABSI),,
155,50091,HUNTINGTON PARK,CA,90255,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),,
156,50093,FRESNO,CA,93710,FRESNO,Central Line Associated Blood Stream Infections (CLABSI),0.42,0.0
157,50100,SAN DIEGO,CA,92123,SAN DIEGO,Central Line Associated Blood Stream Infections (CLABSI),0.28,1.0
158,50101,VALLEJO,CA,94589,SOLANO,Central Line Associated Blood Stream Infections (CLABSI),0.0,
159,50102,RIVERSIDE,CA,92503,RIVERSIDE,Central Line Associated Blood Stream Infections (CLABSI),1.1,0.0
160,50103,LOS ANGELES,CA,90033,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.37,0.0
161,50104,LYNWOOD,CA,90262,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.56,0.0
162,50107,SANTA MARIA,CA,93454,SANTA BARBARA,Central Line Associated Blood Stream Infections (CLABSI),0.41,0.0
163,50108,SACRAMENTO,CA,95816,SACRAMENTO,Central Line Associated Blood Stream Infections (CLABSI),0.29,1.0
164,50110,LOMPOC,CA,93436,SANTA BARBARA,Central Line Associated Blood Stream Infections (CLABSI),,
165,50111,LOS ANGELES,CA,90004,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),,
166,50116,NORTHRIDGE,CA,91325,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.36,0.0
167,50118,MANTECA,CA,95336,SAN JOAQUIN,Central Line Associated Blood Stream Infections (CLABSI),2.79,0.0
168,50121,HANFORD,CA,93230,KINGS,Central Line Associated Blood Stream Infections (CLABSI),0.76,0.0
169,50122,STOCKTON,CA,95203,SAN JOAQUIN,Central Line Associated Blood Stream Infections (CLABSI),0.72,0.0
170,50124,GLENDALE,CA,91209,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.0,
171,50127,WOODLAND,CA,95695,YOLO,Central Line Associated Blood Stream Infections (CLABSI),0.0,
172,50128,OCEANSIDE,CA,92056,SAN DIEGO,Central Line Associated Blood Stream Infections (CLABSI),0.54,0.0
173,50129,SAN BERNARDINO,CA,92404,SAN BERNARDINO,Central Line Associated Blood Stream Infections (CLABSI),0.76,0.0
174,50131,NOVATO,CA,94945,MARIN,Central Line Associated Blood Stream Infections (CLABSI),,
175,50133,MARYSVILLE,CA,95901,YUBA,Central Line Associated Blood Stream Infections (CLABSI),0.0,1.0
176,50136,PETALUMA,CA,94954,SONOMA,Central Line Associated Blood Stream Infections (CLABSI),0.0,
177,50137,PANORAMA CITY,CA,91402,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.64,0.0
178,50140,FONTANA,CA,92335,SAN BERNARDINO,Central Line Associated Blood Stream Infections (CLABSI),0.47,0.0
179,50149,LOS ANGELES,CA,90015,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.6,0.0
180,50152,SAN FRANCISCO,CA,94109,SAN FRANCISCO,Central Line Associated Blood Stream Infections (CLABSI),0.08,1.0
181,50159,VENTURA,CA,93003,VENTURA,Central Line Associated Blood Stream Infections (CLABSI),0.84,0.0
182,50167,FRENCH CAMP,CA,95231,SAN JOAQUIN,Central Line Associated Blood Stream Infections (CLABSI),0.58,0.0
183,50169,WHITTIER,CA,90602,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.12,1.0
184,50174,SANTA ROSA,CA,95405,SONOMA,Central Line Associated Blood Stream Infections (CLABSI),0.0,1.0
185,50191,LONG BEACH,CA,90813,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.6,0.0
186,50194,WATSONVILLE,CA,95076,SANTA CRUZ,Central Line Associated Blood Stream Infections (CLABSI),,
187,50195,FREMONT,CA,94538,ALAMEDA,Central Line Associated Blood Stream Infections (CLABSI),0.61,0.0
188,50196,HANFORD,CA,93230,KINGS,Central Line Associated Blood Stream Infections (CLABSI),,
189,50211,ALAMEDA,CA,94501,ALAMEDA,Central Line Associated Blood Stream Infections (CLABSI),,
190,50224,NEWPORT BEACH,CA,92663,ORANGE,Central Line Associated Blood Stream Infections (CLABSI),0.23,1.0
191,50226,ANAHEIM,CA,92801,ORANGE,Central Line Associated Blood Stream Infections (CLABSI),0.14,1.0
192,50230,GARDEN GROVE,CA,92843,ORANGE,Central Line Associated Blood Stream Infections (CLABSI),0.58,0.0
193,50231,POMONA,CA,91767,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.44,1.0
194,50232,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,Central Line Associated Blood Stream Infections (CLABSI),0.0,
195,50234,CORONADO,CA,92118,SAN DIEGO,Central Line Associated Blood Stream Infections (CLABSI),,
196,50236,SIMI VALLEY,CA,93065,VENTURA,Central Line Associated Blood Stream Infections (CLABSI),1.47,0.0
197,50245,COLTON,CA,92324,SAN BERNARDINO,Central Line Associated Blood Stream Infections (CLABSI),1.63,-1.0
198,50254,PLACERVILLE,CA,95667,EL DORADO,Central Line Associated Blood Stream Infections (CLABSI),0.0,
199,50276,MARTINEZ,CA,94553,CONTRA COSTA,Central Line Associated Blood Stream Infections (CLABSI),0.0,
200,50278,MISSION HILLS,CA,91346,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),1.05,0.0
201,50279,JOSHUA TREE,CA,92252,SAN BERNARDINO,Central Line Associated Blood Stream Infections (CLABSI),0.0,
202,50280,REDDING,CA,96001,SHASTA,Central Line Associated Blood Stream Infections (CLABSI),0.18,1.0
203,50281,ALHAMBRA,CA,91801,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.0,
204,50283,PLEASANTON,CA,94588,ALAMEDA,Central Line Associated Blood Stream Infections (CLABSI),0.29,0.0
205,50289,DALY CITY,CA,94015,SAN MATEO,Central Line Associated Blood Stream Infections (CLABSI),0.22,0.0
206,50291,SANTA ROSA,CA,95404,SONOMA,Central Line Associated Blood Stream Infections (CLABSI),0.0,1.0
207,50295,BAKERSFIELD,CA,93301,KERN,Central Line Associated Blood Stream Infections (CLABSI),0.34,0.0
208,50296,HOLLISTER,CA,95023,SAN BENITO,Central Line Associated Blood Stream Infections (CLABSI),,
209,50298,BARSTOW,CA,92311,SAN BERNARDINO,Central Line Associated Blood Stream Infections (CLABSI),,
210,50300,APPLE VALLEY,CA,92307,SAN BERNARDINO,Central Line Associated Blood Stream Infections (CLABSI),0.8,0.0
211,50305,BERKELEY,CA,94705,ALAMEDA,Central Line Associated Blood Stream Infections (CLABSI),0.32,1.0
212,50308,MOUNTAIN VIEW,CA,94040,SANTA CLARA,Central Line Associated Blood Stream Infections (CLABSI),0.0,1.0
213,50309,ROSEVILLE,CA,95661,PLACER,Central Line Associated Blood Stream Infections (CLABSI),0.0,1.0
214,50315,BAKERSFIELD,CA,93306,KERN,Central Line Associated Blood Stream Infections (CLABSI),1.08,0.0
215,50320,OAKLAND,CA,94602,ALAMEDA,Central Line Associated Blood Stream Infections (CLABSI),0.67,0.0
216,50324,LA JOLLA,CA,92037,SAN DIEGO,Central Line Associated Blood Stream Infections (CLABSI),1.22,0.0
217,50327,LOMA LINDA,CA,92354,SAN BERNARDINO,Central Line Associated Blood Stream Infections (CLABSI),0.42,1.0
218,50336,LODI,CA,95240,SAN JOAQUIN,Central Line Associated Blood Stream Infections (CLABSI),0.35,0.0
219,50350,MONTEBELLO,CA,90640,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.0,
220,50351,TORRANCE,CA,90509,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.13,1.0
221,50352,SOUTH LAKE TAHOE,CA,96158,EL DORADO,Central Line Associated Blood Stream Infections (CLABSI),,
222,50353,TORRANCE,CA,90503,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.36,0.0
223,50367,FAIRFIELD,CA,94533,SOLANO,Central Line Associated Blood Stream Infections (CLABSI),2.04,0.0
224,50373,LOS ANGELES,CA,90033,ORANGE,Central Line Associated Blood Stream Infections (CLABSI),0.23,1.0
225,50376,TORRANCE,CA,90509,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.95,0.0
226,50385,SEBASTOPOL,CA,95472,SONOMA,Central Line Associated Blood Stream Infections (CLABSI),,
227,50390,HEMET,CA,92543,RIVERSIDE,Central Line Associated Blood Stream Infections (CLABSI),1.87,0.0
228,50407,SAN FRANCISCO,CA,94133,SAN FRANCISCO,Central Line Associated Blood Stream Infections (CLABSI),,
229,50417,CRESCENT CITY,CA,95531,DEL NORTE,Central Line Associated Blood Stream Infections (CLABSI),,
230,50444,MERCED,CA,95340,MERCED,Central Line Associated Blood Stream Infections (CLABSI),1.92,0.0
231,50454,SAN FRANCISCO,CA,94143,SAN FRANCISCO,Central Line Associated Blood Stream Infections (CLABSI),0.75,0.0
232,50481,WEST HILLS,CA,91307,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.69,0.0
233,50488,CASTRO VALLEY,CA,94546,ALAMEDA,Central Line Associated Blood Stream Infections (CLABSI),0.64,0.0
234,50492,CLOVIS,CA,93611,FRESNO,Central Line Associated Blood Stream Infections (CLABSI),3.43,-1.0
235,50503,ENCINITAS,CA,92024,SAN DIEGO,Central Line Associated Blood Stream Infections (CLABSI),0.0,
236,50510,SAN RAFAEL,CA,94903,MARIN,Central Line Associated Blood Stream Infections (CLABSI),0.0,
237,50512,HAYWARD,CA,94545,ALAMEDA,Central Line Associated Blood Stream Infections (CLABSI),0.0,1.0
238,50515,SAN DIEGO,CA,92120,SAN DIEGO,Central Line Associated Blood Stream Infections (CLABSI),0.08,1.0
239,50567,MISSION VIEJO,CA,92691,ORANGE,Central Line Associated Blood Stream Infections (CLABSI),0.27,1.0
240,50589,PLACENTIA,CA,92870,ORANGE,Central Line Associated Blood Stream Infections (CLABSI),,
241,50597,GLENDORA,CA,91740,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.53,0.0
242,50604,SAN JOSE,CA,95119,SANTA CLARA,Central Line Associated Blood Stream Infections (CLABSI),0.92,0.0
243,50609,ANAHEIM,CA,92807,ORANGE,Central Line Associated Blood Stream Infections (CLABSI),0.34,0.0
244,50641,LOS ANGELES,CA,90023,LOS ANGELES,Central Line Associated Blood Stream Infections (CLABSI),0.0,
245,50678,FOUNTAIN VALLEY,CA,92708,ORANGE,Central Line Associated Blood Stream Infections (CLABSI),0.69,0.0
246,50684,SUN CITY,CA,92585,RIVERSIDE,Central Line Associated Blood Stream Infections (CLABSI),0.99,0.0
247,50688,GILROY,CA,95020,SANTA CLARA,Central Line Associated Blood Stream Infections (CLABSI),0.0,
248,50697,REDDING,CA,96001,SHASTA,Central Line Associated Blood Stream Infections (CLABSI),,
