"State","Condition","Measure Name","Category","Number of Hospitals"
"AS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","0"
"AZ","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","49"
"CA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","219"
"CO","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","33"
"CT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","28"
"DC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","6"
"DE","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","5"
"FL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","157"
"GA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","74"
"GU","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","1"
"HI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","12"
"IA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","35"
"ID","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","10"
"IL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","112"
"IN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","68"
"KS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","29"
"KY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","51"
"LA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","49"
"MA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","54"
"MD","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","40"
"ME","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","30"
"MI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","72"
"MN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","36"
"MO","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","57"
"MP","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","0"
"MS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","34"
"MT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","8"
"NC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","83"
"ND","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","8"
"NE","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","20"
"NH","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","17"
"NJ","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","54"
"NM","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","13"
"NV","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","18"
"NY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","141"
"OH","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","112"
"OK","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","35"
"OR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","29"
"PA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","122"
"PR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","21"
"RI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","9"
"SC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","42"
"SD","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","10"
"TN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","66"
"TX","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","189"
"UT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","16"
"VA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","73"
"VI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","1"
"VT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","10"
"WA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","44"
"WI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","60"
"WV","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","29"
"WY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","No different than U.S. National Rate","3"
"AK","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"AL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"AR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"AS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"AZ","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"CA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","7"
"CO","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"CT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","2"
"DC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"DE","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"FL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","3"
"GA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"GU","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"HI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"IA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"ID","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"IL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","8"
"IN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"KS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"KY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"LA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"MA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","4"
"MD","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"ME","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"MI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","6"
"MN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"MO","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","4"
"MP","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"MS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"MT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","2"
"ND","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NE","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NH","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"NJ","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","8"
"NM","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NV","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","10"
"OH","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"OK","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"OR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"PA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","6"
"PR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"RI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","2"
"SC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"SD","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"TN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"TX","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","2"
"UT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"VA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"VI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"VT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"WA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"WI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"WV","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"WY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"AK","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","15"
"AL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","50"
"AR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","40"
"AS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"AZ","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","19"
"CA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","103"
"CO","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","35"
"CT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"DC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","2"
"DE","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"FL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","22"
"GA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","65"
"GU","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","0"
"HI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","4"
"IA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","81"
"ID","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","23"
"IL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","61"
"IN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","49"
"KS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","91"
"KY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","43"
"LA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","52"
"MA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","6"
"MD","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","6"
"ME","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","5"
"MI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","49"
"MN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","85"
"MO","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","54"
"MP","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"MS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","50"
"MT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","39"
"NC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","24"
"ND","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","32"
"NE","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","56"
"NH","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","6"
"NJ","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","3"
"NM","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","26"
"NV","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","13"
"NY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","31"
"OH","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","47"
"OK","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","71"
"OR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","31"
"PA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","33"
"PR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","24"
"RI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","0"
"SC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","20"
"SD","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","40"
"TN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","46"
"TX","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","149"
"UT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","19"
"VA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","9"
"VI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"VT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","5"
"WA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","40"
"WI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","62"
"WV","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","24"
"WY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","Number of Cases Too Small*","24"
"AK","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"AL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"AR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","11"
"AS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"AZ","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"CA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","10"
"CO","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"CT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"DC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"DE","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"FL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","5"
"GA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"GU","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"HI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"IA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"ID","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"IL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","5"
"IN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","7"
"KS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"KY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"LA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"MA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"MD","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"ME","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"MI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"MN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"MO","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","5"
