"State","Condition","Measure Name","Measure Code","Score"
"GA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","40"
"GU","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available"
"HI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","48"
"IA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","49"
"ID","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","58"
"IL","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","67"
"IN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","54"
"KS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","41"
"KY","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","60"
"LA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","45"
"MA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","68"
"MD","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available"
"ME","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","75"
"MI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","58"
"MN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","45"
"MO","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","54"
"MP","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available"
"MS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","39"
"MT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","48"
"NC","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","65"
"ND","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","49"
"NE","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","55"
"NH","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","82"
"NJ","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","67"
"NM","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","53"
"NV","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","45"
"NY","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","54"
"OH","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","60"
"OK","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","49"
"OR","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","55"
"PA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","37"
"PR","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available"
"RI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","75"
"SC","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","53"
"SD","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","76"
"TN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","64"
"TX","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","51"
"UT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","61"
"VA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","65"
"VI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available"
"VT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","67"
"WA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","53"
"WI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","52"
"WV","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","69"
"WY","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","57"
"AK","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","98"
"AL","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","96"
"AR","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","95"
"AS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","Not Available"
"AZ","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","97"
"CA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","97"
"CO","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","98"
"CT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","98"
"DC","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","95"
"DE","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","94"
"FL","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","98"
"GA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","94"
"GU","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","Not Available"
"HI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","97"
"IA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","97"
"ID","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","97"
"IL","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","96"
"IN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","96"
"KS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","95"
"KY","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","97"
"LA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","94"
"MA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","98"
"MD","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got aspirin within 24 hours of arrival Higher percentages are better","OP_4","100"
