"Provider Number","Hospital Name","State","Measure Code","Measure Name","Measure Response"
"'031312'","COPPER QUEEN COMMUNITY HOSPITAL","AZ","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'033302'","PHOENIX CHILDREN'S HOSPITAL","AZ","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'040010'","MERCY HOSPITAL NORTHWEST ARKANSAS","AR","SM_PART_CARD","Cardiac surgery registry","Y"
"'040132'","LEO N LEVI NATIONAL ARTHRITIS HOSPITAL","AR","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'040152'","PHYSICIANS' SPECIALTY HOSPITAL","AR","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'041303'","MERCY HOSPITAL TURNER MEMORIAL","AR","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'041329'","MERCY HOSPITAL BERRYVILLE","AR","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'050007'","PENINSULA MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050024'","PARADISE VALLEY HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050063'","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050076'","KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050079'","DOCTORS MEDICAL CENTER-SAN PABLO","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050090'","SONOMA VALLEY HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050102'","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050127'","WOODLAND MEMORIAL HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050222'","SHARP CHULA VISTA MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050232'","FRENCH HOSPITAL MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050236'","SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050278'","PROVIDENCE HOLY CROSS MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050295'","MERCY HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050296'","HAZEL HAWKINS MEMORIAL HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050309'","SUTTER ROSEVILLE MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050334'","SALINAS VALLEY MEMORIAL HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050351'","TORRANCE MEMORIAL MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050357'","GOLETA VALLEY COTTAGE HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050376'","LAC/HARBOR-UCLA MED CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050378'","PACIFICA HOSPITAL OF THE VALLEY","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050396'","SANTA BARBARA COTTAGE HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050426'","WEST ANAHEIM MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","N"
"'050464'","DOCTORS MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050492'","CLOVIS COMMUNITY MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050498'","SUTTER AUBURN FAITH HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050503'","SCRIPPS MEMORIAL HOSPITAL - ENCINITAS","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050516'","MERCY SAN JUAN MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050551'","LOS ALAMITOS MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050570'","FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050588'","SAN DIMAS COMMUNITY HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050603'","SADDLEBACK MEMORIAL MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Y"
"'050684'","MENIFEE VALLEY MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050690'","KAISER FOUNDATION HOSPITAL-SANTA ROSA","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050723'","KAISER FOUNDATION HOSPITAL - BALDWIN PARK","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050727'","COMMUNITY HOSPITAL OF LONG BEACH","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'050773'","SAN LEANDRO HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'051304'","JOHN C FREMONT HEALTHCARE DISTRICT","CA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'051316'","FAIRCHILD MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'051320'","BANNER LASSEN MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'051329'","SUTTER LAKESIDE HOSPITAL","CA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'051330'","MODOC MEDICAL CENTER","CA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'060023'","ST MARYS HOSPITAL AND MEDICAL CENTER","CO","SM_PART_CARD","Cardiac surgery registry","Y"
"'060054'","COMMUNITY HOSPITAL","CO","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'060076'","STERLING REGIONAL MEDCENTER","CO","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'060104'","CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL","CO","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'060114'","PARKER ADVENTIST HOSPITAL","CO","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'061313'","KIT CARSON COUNTY MEMORIAL HOSPITAL","CO","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'061317'","GRAND RIVER MEDICAL CENTER","CO","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'061322'","HEART OF THE ROCKIES REGIONAL MEDICAL CENTER","CO","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'061325'","PIONEERS MEDICAL CENTER","CO","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'070002'","ST FRANCIS HOSPITAL & MEDICAL CENTER","CT","SM_PART_CARD","Cardiac surgery registry","Y"
"'070007'","LAWRENCE & MEMORIAL HOSPITAL","CT","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'070011'","CHARLOTTE HUNGERFORD HOSPITAL","CT","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'070016'","SAINT MARYS HOSPITAL","CT","SM_PART_CARD","Cardiac surgery registry","Y"
"'070033'","DANBURY HOSPITAL","CT","SM_PART_CARD","Cardiac surgery registry","Y"
"'073300'","CONNECTICUT CHILDRENS MEDICAL CENTER","CT","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'080006'","NANTICOKE MEMORIAL HOSPITAL","DE","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'090001'","GEORGE WASHINGTON UNIV HOSPITAL","DC","SM_PART_CARD","Cardiac surgery registry","Y"
"'090006'","PROVIDENCE HOSPITAL","DC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100012'","LEE MEMORIAL HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100019'","HOLMES REGIONAL MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100038'","MEMORIAL REGIONAL HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100040'","ST VINCENT'S MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100051'","SOUTH LAKE HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100071'","BROOKSVILLE REGIONAL HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100084'","LEESBURG REGIONAL MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100086'","BROWARD HEALTH NORTH","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100088'","BAPTIST MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100093'","BAPTIST HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100109'","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100110'","OSCEOLA REGIONAL MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100121'","BARTOW REGIONAL MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100126'","PALMS OF PASADENA HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100132'","SOUTH FLORIDA BAPTIST HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100139'","TRI COUNTY HOSPITAL - WILLISTON","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100183'","CORAL GABLES HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100211'","PASCO REGIONAL MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100220'","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100224'","UNIVERSITY HOSPITAL AND MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100226'","ORANGE PARK MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100228'","WESTSIDE REGIONAL MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Y"
"'100230'","MEMORIAL HOSPITAL PEMBROKE","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100236'","FAWCETT MEMORIAL HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100252'","RAULERSON HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100253'","JUPITER MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100266'","GULF BREEZE HOSPITAL","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'100302'","ST CLOUD REGIONAL MEDICAL CENTER","FL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110001'","HAMILTON MEDICAL CENTER","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110007'","PHOEBE PUTNEY MEMORIAL HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Y"
"'110018'","NEWTON MEDICAL CENTER","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110024'","CANDLER HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110026'","ELBERT MEMORIAL HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110029'","NORTHEAST GEORGIA MEDICAL CENTER, INC","GA","SM_PART_CARD","Cardiac surgery registry","Y"
"'110039'","TRINITY HOSPITAL OF AUGUSTA","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110045'","BARROW REGIONAL MEDICAL CENTER","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110046'","CLEARVIEW  REGIONAL MEDICAL CENTER","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110079'","GRADY MEMORIAL HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","N"
"'110100'","JEFFERSON HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110105'","COLQUITT REGIONAL MEDICAL CENTER","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110124'","WAYNE MEMORIAL HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110125'","FAIRVIEW PARK HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110192'","EMORY EASTSIDE MEDICAL CENTER","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110215'","PIEDMONT FAYETTE HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'110226'","DEKALB MEDICAL CENTER AT HILLANDALE","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'111302'","BLECKLEY MEMORIAL HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'111310'","THE MEDICAL CENTER OF PEACH COUNTY","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'111319'","SYLVAN GROVE HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'111325'","WILLS MEMORIAL HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'111330'","POLK MEDICAL CENTER","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'111334'","CANDLER COUNTY HOSPITAL","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'111335'","LIBERTY REGIONAL MEDICAL CENTER","GA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'120001'","THE QUEENS MEDICAL CENTER","HI","SM_PART_CARD","Cardiac surgery registry","Y"
"'120026'","PALI MOMI MEDICAL CENTER","HI","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'131328'","BONNER GENERAL HOSPITAL","ID","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'140032'","ST ANTHONYS MEMORIAL HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'140043'","CGH MEDICAL CENTER","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'140062'","PALOS COMMUNITY HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Y"
"'140101'","MORRIS HOSPITAL & HEALTHCARE CENTERS","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'140110'","OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'140133'","HOLY CROSS HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'140210'","HARRISBURG MEDICAL CENTER","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'140224'","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","IL","SM_PART_CARD","Cardiac surgery registry","Y"
"'140228'","SWEDISH AMERICAN HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Y"
"'140234'","ILLINOIS VALLEY COMMUNITY HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'140239'","ROCKFORD MEMORIAL HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Y"
"'140250'","ADVOCATE SOUTH SUBURBAN HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'141302'","MIDWEST MEDICAL CENTER","IL","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'141306'","COMMUNITY MEMORIAL HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'141310'","MENDOTA COMMUNITY HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'141317'","GIBSON COMMUNITY HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'141331'","MARSHALL BROWNING HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'141332'","HILLSBORO AREA HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'141335'","MERCY HARVARD HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'141341'","PANA COMMUNITY HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'141347'","CARLINVILLE AREA HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'150022'","FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE","IN","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'150046'","TERRE HAUTE REGIONAL HOSPITAL","IN","SM_PART_CARD","Cardiac surgery registry","Y"
"'150047'","ST JOSEPH HOSPITAL","IN","SM_PART_CARD","Cardiac surgery registry","Y"
"'150051'","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","IN","SM_PART_CARD","Cardiac surgery registry","Y"
"'150058'","MEMORIAL HOSPITAL OF SOUTH BEND","IN","SM_PART_CARD","Cardiac surgery registry","Y"
"'150072'","MEMORIAL HOSPITAL","IN","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'150082'","DEACONESS HOSPITAL INC","IN","SM_PART_CARD","Cardiac surgery registry","Y"
"'150086'","DEARBORN COUNTY HOSPITAL","IN","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'150146'","PARKVIEW NOBLE HOSPITAL","IN","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'150149'","WOMEN'S HOSPITAL THE","IN","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'150169'","COMMUNITY HOSPITAL NORTH","IN","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'150172'","PHYSICIANS' MEDICAL CENTER LLC","IN","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'151333'","PUTNAM COUNTY HOSPITAL","IN","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'160032'","SKIFF MEDICAL CENTER","IA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'160058'","UNIVERSITY OF IOWA HOSPITAL & CLINICS","IA","SM_PART_CARD","Cardiac surgery registry","Y"
"'160079'","MERCY MEDICAL CENTER - CEDAR RAPIDS","IA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'160083'","MERCY MEDICAL CENTER-DES MOINES","IA","SM_PART_CARD","Cardiac surgery registry","Y"
"'160112'","SPENCER MUNICIPAL HOSPITAL","IA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'160117'","THE FINLEY HOSPITAL","IA","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'160153'","MERCY MEDICAL CENTER-SIOUX CITY","IA","SM_PART_CARD","Cardiac surgery registry","Y"
"'161301'","BELMOND MEDICAL CENTER","IA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'161308'","FRANKLIN GENERAL HOSPITAL","IA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'161311'","HAWARDEN COMMUNITY HOSPITAL","IA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'161327'","DAVIS COUNTY HOSPITAL","IA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'161330'","AUDUBON COUNTY MEMORIAL HOSPITAL","IA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'161337'","VAN BUREN COUNTY HOSPITAL","IA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'161354'","HORN MEMORIAL HOSPITAL","IA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'161367'","PELLA REGIONAL HEALTH CENTER","IA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'161371'","WINNESHIEK MEDICAL CENTER","IA","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'170039'","SUMNER REGIONAL MEDICAL CENTER","KS","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'170075'","MERCY HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'170186'","KANSAS HEART HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Y"
"'170200'","VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC","KS","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'171312'","COMANCHE COUNTY HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'171316'","ANDERSON COUNTY HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'171331'","KIOWA DISTRICT HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'171339'","GREENWOOD COUNTY HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'171345'","PAWNEE  VALLEY COMMUNITY HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'171351'","WASHINGTON COUNTY HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'171357'","HILLSBORO COMMUNITY HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'171358'","LINDSBORG COMMUNITY HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'171379'","MORRIS COUNTY HOSPITAL","KS","SM_PART_CARD","Cardiac surgery registry","Not Available"
"'180002'","WHITESBURG ARH HOSPITAL","KY","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'180012'","HARDIN MEMORIAL HOSPITAL","KY","SM_PART_CARD","Cardiac surgery registry","Y"
"'180013'","THE MEDICAL CENTER AT BOWLING GREEN","KY","SM_PART_CARD","Cardiac surgery registry","Y"
"'180036'","OUR LADY OF BELLEFONTE HOSPITAL","KY","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'180038'","OWENSBORO MEDICAL HEALTH SYSTEM","KY","SM_PART_CARD","Cardiac surgery registry","Y"
"'180066'","LOGAN MEMORIAL HOSPITAL","KY","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'180070'","TWIN LAKES REGIONAL MEDICAL CENTER","KY","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
"'180088'","NORTON HOSPITALS, INC","KY","SM_PART_CARD","Cardiac surgery registry","Y"
"'180101'","GEORGETOWN COMMUNITY HOSPITAL","KY","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program"
