"State","Condition","Measure Name","State Average"
"AL","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","88"
"AL","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","31"
"AL","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","61"
"AL","Heart Failure","Patients Given Discharge Instructions","49"
"AL","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","78"
"AL","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","79"
"AL","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","74"
"AL","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","77"
"AL","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","78"
"AL","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","67"
"AR","Heart Attack","Patients Given Aspirin at Arrival","89"
"AR","Heart Attack","Patients Given Aspirin at Discharge","89"
"AR","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","72"
"AR","Heart Attack","Patients Given Beta Blocker at Discharge","87"
"AR","Heart Attack","Patients Given Beta Blocker at Arrival","83"
"AR","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","77"
"AR","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","75"
"AR","Pneumonia","Patients Given Oxygenation Assessment","99"
"AR","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","56"
"AR","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","81"
"AR","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","79"
"AR","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","34"
"AR","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","58"
"AR","Heart Failure","Patients Given Discharge Instructions","58"
"AR","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","80"
"AR","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","84"
"AR","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","81"
"AR","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","78"
"AR","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","73"
"AR","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","73"
"AZ","Heart Attack","Patients Given Aspirin at Arrival","91"
"AZ","Heart Attack","Patients Given Aspirin at Discharge","91"
"AZ","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"AZ","Heart Attack","Patients Given Beta Blocker at Discharge","90"
"AZ","Heart Attack","Patients Given Beta Blocker at Arrival","86"
"AZ","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","83"
"AZ","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"AZ","Pneumonia","Patients Given Oxygenation Assessment","100"
"AZ","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","57"
"AZ","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","73"
"AZ","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","84"
"AZ","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","16"
"AZ","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","60"
"AZ","Heart Failure","Patients Given Discharge Instructions","43"
"AZ","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","73"
"AZ","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","77"
"AZ","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","62"
"AZ","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","85"
"AZ","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","74"
"AZ","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","58"
"CA","Heart Attack","Patients Given Aspirin at Arrival","95"
"CA","Heart Attack","Patients Given Aspirin at Discharge","90"
"CA","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"CA","Heart Attack","Patients Given Beta Blocker at Discharge","88"
"CA","Heart Attack","Patients Given Beta Blocker at Arrival","88"
"CA","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","83"
"CA","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"CA","Pneumonia","Patients Given Oxygenation Assessment","99"
"CA","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","45"
"CA","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","73"
"CA","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","80"
"CA","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","35"
"CA","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","61"
"CA","Heart Failure","Patients Given Discharge Instructions","49"
"CA","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","75"
"CA","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"CA","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","68"
"CA","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","78"
"CA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","70"
"CA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","57"
"CO","Heart Attack","Patients Given Aspirin at Arrival","97"
"CO","Heart Attack","Patients Given Aspirin at Discharge","93"
"CO","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","93"
"CO","Heart Attack","Patients Given Beta Blocker at Discharge","94"
"CO","Heart Attack","Patients Given Beta Blocker at Arrival","91"
"CO","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","75"
"CO","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","86"
"CO","Pneumonia","Patients Given Oxygenation Assessment","100"
"CO","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","64"
"CO","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","82"
"CO","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","82"
"CO","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","42"
"CO","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","76"
"CO","Heart Failure","Patients Given Discharge Instructions","43"
"CO","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","71"
"CO","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"CO","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","66"
"CO","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","81"
"CO","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","79"
"CO","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","72"
"CT","Heart Attack","Patients Given Aspirin at Arrival","96"
"CT","Heart Attack","Patients Given Aspirin at Discharge","97"
"CT","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","77"
"CT","Heart Attack","Patients Given Beta Blocker at Discharge","97"
"CT","Heart Attack","Patients Given Beta Blocker at Arrival","91"
"CT","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","94"
"CT","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"CT","Pneumonia","Patients Given Oxygenation Assessment","100"
"CT","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","66"
"CT","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","78"
"CT","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","88"
"CT","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","37"
"CT","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","67"
"CT","Heart Failure","Patients Given Discharge Instructions","58"
"CT","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","86"
"CT","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","80"
"CT","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","81"
"CT","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","75"
"CT","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","91"
"CT","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","92"
"DC","Heart Attack","Patients Given Aspirin at Arrival","97"
"DC","Heart Attack","Patients Given Aspirin at Discharge","89"
"DC","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","73"
"DC","Heart Attack","Patients Given Beta Blocker at Discharge","88"
"DC","Heart Attack","Patients Given Beta Blocker at Arrival","90"
"DC","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","90"
"DC","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"DC","Pneumonia","Patients Given Oxygenation Assessment","99"
"DC","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","26"
"DC","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","55"
"DC","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","59"
"DC","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","4"
"DC","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","27"
"DC","Heart Failure","Patients Given Discharge Instructions","55"
"DC","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","70"
"DC","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","71"
"DC","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","68"
"DC","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","81"
"DC","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","82"
"DC","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","57"
"DE","Heart Attack","Patients Given Aspirin at Arrival","97"
"DE","Heart Attack","Patients Given Aspirin at Discharge","97"
"DE","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"DE","Heart Attack","Patients Given Beta Blocker at Discharge","95"
"DE","Heart Attack","Patients Given Beta Blocker at Arrival","91"
"DE","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","92"
"DE","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"DE","Pneumonia","Patients Given Oxygenation Assessment","100"
"DE","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","56"
"DE","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","74"
"DE","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","85"
"DE","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","32"
"DE","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","80"
"DE","Heart Failure","Patients Given Discharge Instructions","57"
"DE","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","81"
"DE","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","81"
"DE","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","77"
"DE","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","86"
"DE","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","86"
"DE","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","76"
"FL","Heart Attack","Patients Given Aspirin at Arrival","92"
"FL","Heart Attack","Patients Given Aspirin at Discharge","87"
"FL","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"FL","Heart Attack","Patients Given Beta Blocker at Discharge","89"
"FL","Heart Attack","Patients Given Beta Blocker at Arrival","88"
"FL","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","88"
"FL","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","79"
"FL","Pneumonia","Patients Given Oxygenation Assessment","99"
"FL","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","55"
"FL","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","71"
"FL","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","85"
"FL","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","30"
"FL","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","59"
"FL","Heart Failure","Patients Given Discharge Instructions","57"
"FL","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","86"
"FL","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"FL","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","84"
"FL","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","79"
"FL","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","77"
"FL","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","64"
"GA","Heart Attack","Patients Given Aspirin at Arrival","91"
"GA","Heart Attack","Patients Given Aspirin at Discharge","85"
"GA","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","74"
"GA","Heart Attack","Patients Given Beta Blocker at Discharge","82"
"GA","Heart Attack","Patients Given Beta Blocker at Arrival","83"
"GA","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","78"
"GA","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"GA","Pneumonia","Patients Given Oxygenation Assessment","98"
"GA","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","51"
"GA","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","73"
"GA","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","77"
"GA","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","32"
"GA","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","64"
"GA","Heart Failure","Patients Given Discharge Instructions","50"
"GA","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","77"
"GA","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","79"
"GA","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","73"
"GA","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","77"
"GA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","68"
"GA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","65"
"GU","Heart Attack","Patients Given Aspirin at Arrival","89"
"GU","Heart Attack","Patients Given Aspirin at Discharge","75"
"GU","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","69"
"GU","Heart Attack","Patients Given Beta Blocker at Discharge","84"
"GU","Heart Attack","Patients Given Beta Blocker at Arrival","86"
"GU","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","56"
"GU","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","77"
"GU","Pneumonia","Patients Given Oxygenation Assessment","100"
"GU","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","0"
"GU","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","71"
"GU","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","62"
"GU","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","9"
"GU","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival",
"GU","Heart Failure","Patients Given Discharge Instructions","14"
"GU","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","33"
"GU","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","93"
"GU","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","16"
"GU","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","53"
"GU","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision",
"GU","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery",
"HI","Heart Attack","Patients Given Aspirin at Arrival","92"
"HI","Heart Attack","Patients Given Aspirin at Discharge","87"
"HI","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"HI","Heart Attack","Patients Given Beta Blocker at Discharge","86"
"HI","Heart Attack","Patients Given Beta Blocker at Arrival","85"
"HI","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","80"
"HI","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","77"
"HI","Pneumonia","Patients Given Oxygenation Assessment","100"
"HI","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","45"
"HI","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","75"
"HI","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","69"
"HI","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","36"
"HI","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","52"
"HI","Heart Failure","Patients Given Discharge Instructions","41"
"HI","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","70"
"HI","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"HI","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","62"
"HI","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","77"
"HI","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","56"
"HI","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","56"
"IA","Heart Attack","Patients Given Aspirin at Arrival","91"
"IA","Heart Attack","Patients Given Aspirin at Discharge","89"
"IA","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","86"
"IA","Heart Attack","Patients Given Beta Blocker at Discharge","89"
"IA","Heart Attack","Patients Given Beta Blocker at Arrival","88"
"IA","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","72"
"IA","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"IA","Pneumonia","Patients Given Oxygenation Assessment","100"
"IA","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","75"
"IA","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","86"
"IA","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","82"
"IA","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","30"
"IA","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","74"
"IA","Heart Failure","Patients Given Discharge Instructions","60"
"IA","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","68"
"IA","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","86"
"IA","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","66"
"IA","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","81"
"IA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","72"
"IA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","74"
"ID","Heart Attack","Patients Given Aspirin at Arrival","95"
"ID","Heart Attack","Patients Given Aspirin at Discharge","86"
"ID","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"ID","Heart Attack","Patients Given Beta Blocker at Discharge","86"
"ID","Heart Attack","Patients Given Beta Blocker at Arrival","92"
"ID","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","82"
"ID","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"ID","Pneumonia","Patients Given Oxygenation Assessment","100"
"ID","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","67"
"ID","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","80"
"ID","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","84"
"ID","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","43"
"ID","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","86"
"ID","Heart Failure","Patients Given Discharge Instructions","53"
"ID","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","69"
"ID","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","84"
"ID","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","68"
"ID","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","81"
"ID","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","81"
"ID","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","63"
"IL","Heart Attack","Patients Given Aspirin at Arrival","91"
"IL","Heart Attack","Patients Given Aspirin at Discharge","88"
"IL","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"IL","Heart Attack","Patients Given Beta Blocker at Discharge","88"
"IL","Heart Attack","Patients Given Beta Blocker at Arrival","86"
"IL","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","87"
"IL","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"IL","Pneumonia","Patients Given Oxygenation Assessment","99"
"IL","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","53"
"IL","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","78"
"IL","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","81"
"IL","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","20"
"IL","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","64"
"IL","Heart Failure","Patients Given Discharge Instructions","60"
"IL","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","77"
"IL","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"IL","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","73"
"IL","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","78"
"IL","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","76"
"IL","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","65"
"IN","Heart Attack","Patients Given Aspirin at Arrival","91"
"IN","Heart Attack","Patients Given Aspirin at Discharge","91"
"IN","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"IN","Heart Attack","Patients Given Beta Blocker at Discharge","90"
"IN","Heart Attack","Patients Given Beta Blocker at Arrival","81"
"IN","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","84"
"IN","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","79"
"IN","Pneumonia","Patients Given Oxygenation Assessment","99"
"IN","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","69"
"IN","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","81"
"IN","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","77"
"IN","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","37"
"IN","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","71"
"IN","Heart Failure","Patients Given Discharge Instructions","58"
"IN","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","75"
"IN","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"IN","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","73"
"IN","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","80"
"IN","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","72"
"IN","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","61"
"KS","Heart Attack","Patients Given Aspirin at Arrival","91"
"KS","Heart Attack","Patients Given Aspirin at Discharge","81"
"KS","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","79"
"KS","Heart Attack","Patients Given Beta Blocker at Discharge","79"
"KS","Heart Attack","Patients Given Beta Blocker at Arrival","76"
