"State","Condition","Measure Name","Measure Code","Score"
"WA","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"WV","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"WI","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"WY","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"AS","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"GU","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"MP","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"AL","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","85"
"AK","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","77"
"AZ","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","83"
"AR","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","89"
"CA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","90"
"CO","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","88"
"CT","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","84"
"DE","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","92"
"DC","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","70"
"FL","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","90"
"GA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","84"
"HI","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","84"
"ID","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","87"
"IL","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","88"
"IN","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","84"
"IA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","85"
"KS","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","81"
"KY","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","81"
"LA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","85"
"ME","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","90"
"MD","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","86"
"MA","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","88"
"MI","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","89"
"MN","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","85"
"MS","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","85"
"MO","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","86"
"AL","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"AK","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"AZ","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"AR","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"CA","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","100"
"CO","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"CT","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"DE","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"DC","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"FL","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","100"
"GA","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"HI","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"ID","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"IL","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"IN","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"IA","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"KS","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"KY","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"LA","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"ME","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"MD","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"MA","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"MI","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"MN","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"MS","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","100"
"MO","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"MT","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"NE","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"NV","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"NH","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"NJ","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"NM","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"NY","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"NC","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","100"
"ND","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"OH","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"OK","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"OR","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"PA","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"PR","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"RI","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"SC","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"SD","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"TN","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"TX","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","100"
"UT","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"VT","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"VI","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"VA","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"WA","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"WV","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"WI","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"WY","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"AS","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"GU","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"MP","Children's Asthma Process of Care Measures","Children Who Received Reliever Medication While Hospitalized for Asthma    ","CAC_1","N/A"
"AL","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"AK","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"AZ","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"AR","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"CA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","99"
"CO","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"CT","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"DE","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"DC","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"FL","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","100"
"GA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"HI","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"ID","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"IL","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"IN","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"IA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"KS","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"KY","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"LA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"ME","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MD","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MI","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MN","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MS","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","100"
"MO","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MT","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NE","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NV","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NH","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NJ","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NM","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NY","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"NC","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","100"
"ND","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"OH","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"OK","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"OR","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"PA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"PR","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"RI","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"SC","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"SD","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"TN","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"TX","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","99"
"UT","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"VT","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"VI","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"VA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"WA","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"WV","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"WI","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"WY","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"AS","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"GU","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"MP","Children's Asthma Process of Care Measures","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma      ","CAC_2","N/A"
"AL","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"AK","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"AZ","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"AR","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"CA","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","71"
"CO","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"CT","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"DE","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"DC","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"FL","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","82"
"GA","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"HI","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"ID","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"IL","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"IN","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"IA","Children's Asthma Process of Care Measures","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma    ","CAC_3","N/A"
"MT","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","81"
"NE","Heart Failure Process of Care Measures","Heart Failure Patients Given Discharge Instructions","HF_1","86"
