"State","HCAHPS Question","HCAHPS Measure Code","HCAHPS Answer Description","HCAHPS Answer Percent"
"OH","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","5"
"OK","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","5"
"OR","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","4"
"PA","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","6"
"PR","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","N/A"
"RI","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","6"
"SC","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","6"
"SD","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","3"
"TN","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","6"
"TX","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","6"
"UT","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","4"
"VT","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","3"
"VI","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","2"
"VA","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","6"
"WA","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","5"
"WV","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","6"
"WI","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","3"
"WY","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","4"
"AS","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","N/A"
"GU","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","N/A"
"AL","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"AK","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","68"
"AZ","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"AR","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","67"
"CA","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","67"
"CO","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","73"
"CT","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","71"
"DE","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","67"
"DC","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","62"
"FL","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","67"
"GA","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"HI","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","63"
"ID","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","74"
"IL","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","66"
"IN","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","72"
"IA","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","73"
"KS","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","74"
"KY","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"LA","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","74"
"ME","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","75"
"MD","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","65"
"MA","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","73"
"MI","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"MN","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","72"
"MS","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","68"
"MO","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"MT","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","67"
"NE","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","73"
"NV","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","67"
"NH","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","74"
"NJ","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","65"
"NM","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","60"
"NY","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","63"
"NC","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","71"
"ND","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","66"
"OH","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"OK","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","70"
"OR","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","72"
"PA","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","66"
"PR","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","N/A"
"RI","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"SC","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"SD","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","73"
"TN","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","68"
"TX","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","71"
"UT","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","74"
"VT","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","74"
"VI","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","56"
"VA","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","67"
"WA","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","72"
"WV","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","65"
"WI","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","72"
"WY","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","66"
"AS","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","N/A"
"GU","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","N/A"
"MP","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital","N/A"
"AL","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","26"
"AK","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","27"
"AZ","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"AR","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","27"
"CA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","26"
"CO","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","22"
"CT","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","24"
"DE","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","27"
"DC","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","29"
"FL","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"GA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"HI","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","30"
"ID","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","22"
"IL","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","28"
"IN","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","24"
"IA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","24"
"KS","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","22"
"KY","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","26"
"LA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","21"
"ME","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","21"
"MD","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","28"
"MA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","23"
"MI","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","26"
"MN","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"MS","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","27"
"MO","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","26"
"MT","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","28"
"NE","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","24"
"NV","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"NH","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","22"
"NJ","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","28"
"NM","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","33"
"NY","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","30"
"NC","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","24"
"ND","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","29"
"OH","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","26"
"OK","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"OR","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","24"
"PA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","28"
"PR","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","N/A"
"RI","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"SC","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"SD","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","24"
"TN","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","26"
"TX","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","23"
"UT","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","22"
"VT","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","23"
"VI","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","42"
"VA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","27"
"WA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","23"
"WV","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","29"
"WI","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"WY","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","30"
"AS","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital","N/A"
"MP","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","N/A"
"AL","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","79"
"AK","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"AZ","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","81"
"AR","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","79"
"CA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","79"
"CO","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","84"
"CT","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","82"
"DE","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","82"
"DC","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","76"
"FL","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","80"
"GA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","80"
"HI","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","78"
"ID","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","86"
"IL","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","81"
"IN","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"IA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","84"
"KS","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","82"
"KY","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","82"
"LA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","81"
"ME","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","86"
"MD","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","80"
"MA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","85"
"MI","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"MN","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","84"
"MS","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","78"
"MO","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"MT","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","78"
"NE","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","84"
"NV","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","81"
"NH","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","86"
"NJ","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","78"
"NM","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","79"
"NY","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","80"
"NC","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"ND","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"OH","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"OK","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","81"
"OR","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"PA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","82"
"PR","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","N/A"
"RI","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"SC","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"SD","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","79"
"TN","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","80"
"TX","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","81"
"UT","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","86"
"VT","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","87"
"VI","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","72"
"VA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","82"
"WA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"WV","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","81"
"WI","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","86"
"WY","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"AS","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","N/A"
"GU","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","N/A"
"MP","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","N/A"
"AL","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","21"
"AK","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","17"
"AZ","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"AR","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","21"
"CA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","21"
"CO","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"CT","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","18"
"DE","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","18"
"DC","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","24"
"FL","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","20"
"GA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","20"
"HI","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","22"
"ID","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","14"
"IL","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"IN","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","17"
"IA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"KS","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","18"
"KY","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","18"
"LA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"ME","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","14"
"MD","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","20"
"MA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","15"
"MI","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","17"
"MN","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"MS","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","22"
"MO","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","17"
"MT","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","22"
"NE","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
