Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Total Performance Score
"050014","SUTTER AMADOR HOSPITAL","200 MISSION BLVD","JACKSON","CA","95642","AMADOR","42.000000000000","18.900000000000","32.000000000000","9.600000000000","35.000000000000","8.750000000000","37.250000000000"
"050016","MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE","345 S HALCYON RD","ARROYO GRANDE","CA","93420","SAN LUIS OBISPO","75.000000000000","33.750000000000","35.000000000000","10.500000000000","0.000000000000","0.000000000000","44.250000000000"
"050017","MERCY GENERAL HOSPITAL","4001 J ST","SACRAMENTO","CA","95819","SACRAMENTO","66.666666666667","30.000000000000","25.000000000000","7.500000000000","0.000000000000","0.000000000000","37.500000000000"
"050018","PACIFIC ALLIANCE MEDICAL CENTER","531 W COLLEGE ST","LOS ANGELES","CA","90012","LOS ANGELES","52.000000000000","23.400000000000","19.000000000000","5.700000000000","35.000000000000","8.750000000000","37.850000000000"
"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","RIVERSIDE","CA","92501","RIVERSIDE","71.666666666667","32.250000000000","14.000000000000","4.200000000000","33.333333333333","8.333333333333","44.783333333333"
"050024","PARADISE VALLEY HOSPITAL","2400 EAST 4TH ST","NATIONAL CITY","CA","91950","SAN DIEGO","78.000000000000","35.100000000000","21.000000000000","6.300000000000","90.000000000000","22.500000000000","63.900000000000"
"050025","UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","200 WEST ARBOR DRIVE","SAN DIEGO","CA","92103","SAN DIEGO","40.000000000000","18.000000000000","49.000000000000","14.700000000000","73.333333333333","18.333333333333","51.033333333333"
"050026","GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","LA MESA","CA","91942","SAN DIEGO","66.666666666667","30.000000000000","41.000000000000","12.300000000000","6.666666666667","1.666666666667","43.966666666667"
"050028","MAD RIVER COMMUNITY HOSPITAL","3800 JANES RD","ARCATA","CA","95521","HUMBOLDT","12.222222222222","5.500000000000","30.000000000000","9.000000000000","35.000000000000","8.750000000000","23.250000000000"
"010001","SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE","DOTHAN","AL","36301","HOUSTON","62.500000000000","28.125000000000","45.000000000000","13.500000000000","40.000000000000","10.000000000000","51.625000000000"
"010005","MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH","BOAZ","AL","35957","MARSHALL","61.000000000000","27.450000000000","83.000000000000","24.900000000000","13.333333333333","3.333333333333","55.683333333333"
"010006","ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL","35631","LAUDERDALE","66.666666666667","30.000000000000","22.000000000000","6.600000000000","10.000000000000","2.500000000000","39.100000000000"
"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","OPP","AL","36467","COVINGTON","45.000000000000","20.250000000000","28.000000000000","8.400000000000","10.000000000000","2.500000000000","31.150000000000"
"010011","ST VINCENT'S EAST","50 MEDICAL PARK EAST DRIVE","BIRMINGHAM","AL","35235","JEFFERSON","52.500000000000","23.625000000000","37.000000000000","11.100000000000","23.333333333333","5.833333333333","40.558333333333"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","FORT PAYNE","AL","35968","DE KALB","48.000000000000","21.600000000000","31.000000000000","9.300000000000","26.666666666667","6.666666666667","37.566666666667"
"010016","SHELBY BAPTIST MEDICAL CENTER","1000 FIRST STREET NORTH","ALABASTER","AL","35007","SHELBY","88.333333333333","39.750000000000","30.000000000000","9.000000000000","33.333333333333","8.333333333333","57.083333333333"
"010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","SHEFFIELD","AL","35660","COLBERT","77.000000000000","34.650000000000","60.000000000000","18.000000000000","10.000000000000","2.500000000000","55.150000000000"
"010021","DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK","AL","36360","DALE","47.000000000000","21.150000000000","39.000000000000","11.700000000000","23.333333333333","5.833333333333","38.683333333333"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","20.833333333333","9.375000000000","47.000000000000","14.100000000000","60.000000000000","15.000000000000","38.475000000000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","65.000000000000","29.250000000000","44.000000000000","13.200000000000","16.666666666667","4.166666666667","46.616666666667"
"010025","GEORGE H. LANIER MEMORIAL HOSPITAL","4800 48TH ST","VALLEY","AL","36854","CHAMBERS","31.000000000000","13.950000000000","48.000000000000","14.400000000000","20.000000000000","5.000000000000","33.350000000000"
"010029","EAST ALABAMA MEDICAL CENTER AND SNF","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","75.833333333333","34.125000000000","69.000000000000","20.700000000000","20.000000000000","5.000000000000","59.825000000000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","52.500000000000","23.625000000000","63.000000000000","18.900000000000","0.000000000000","0.000000000000","42.525000000000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","28.333333333333","12.750000000000","75.000000000000","22.500000000000","30.000000000000","7.500000000000","42.750000000000"
"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","AL","35058","CULLMAN","81.000000000000","36.450000000000","72.000000000000","21.600000000000","43.333333333333","10.833333333333","68.883333333333"
"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","AL","36420","COVINGTON","82.000000000000","36.900000000000","48.000000000000","14.400000000000","30.000000000000","7.500000000000","58.800000000000"
"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","AL","36201","CALHOUN","52.000000000000","23.400000000000","21.000000000000","6.300000000000","10.000000000000","2.500000000000","32.200000000000"
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL","35801","MADISON","59.166666666667","26.625000000000","50.000000000000","15.000000000000","36.666666666667","9.166666666667","50.791666666667"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","ETOWAH","50.000000000000","22.500000000000","43.000000000000","12.900000000000","0.000000000000","0.000000000000","35.400000000000"
"010044","MARION REGIONAL MEDICAL CENTER","1256 MILITARY STREET SOUTH","HAMILTON","AL","35570","MARION","42.000000000000","18.900000000000","90.000000000000","27.000000000000","40.000000000000","10.000000000000","55.900000000000"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","FAYETTE","70.000000000000","31.500000000000","99.000000000000","29.700000000000","25.000000000000","6.250000000000","67.450000000000"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","50.833333333333","22.875000000000","18.000000000000","5.400000000000","13.333333333333","3.333333333333","31.608333333333"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","80.000000000000","36.000000000000","61.000000000000","18.300000000000","13.333333333333","3.333333333333","57.633333333333"
"010050","ST VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA","AL","35121","BLOUNT","74.444444444444","33.500000000000","67.000000000000","20.100000000000","0.000000000000","0.000000000000","53.600000000000"
"010054","PARKWAY MEDICAL CENTER","1874 BELTLINE RD SW","DECATUR","AL","35601","MORGAN","12.000000000000","5.400000000000","41.000000000000","12.300000000000","0.000000000000","0.000000000000","17.700000000000"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","96.666666666667","43.500000000000","70.000000000000","21.000000000000","40.000000000000","10.000000000000","74.500000000000"
"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","AL","35205","JEFFERSON","67.500000000000","30.375000000000","54.000000000000","16.200000000000","23.333333333333","5.833333333333","52.408333333333"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL","35768","JACKSON","31.000000000000","13.950000000000","37.000000000000","11.100000000000","23.333333333333","5.833333333333","30.883333333333"
"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","AL","35010","TALLAPOOSA","41.818181818182","18.818181818182","84.000000000000","25.200000000000","6.666666666667","1.666666666667","45.684848484848"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","BARBOUR","70.000000000000","31.500000000000","61.000000000000","18.300000000000","35.000000000000","8.750000000000","58.550000000000"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","CALHOUN","58.333333333333","26.250000000000","32.000000000000","9.600000000000","10.000000000000","2.500000000000","38.350000000000"
"010079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","AL","35611","LIMESTONE","66.000000000000","29.700000000000","62.000000000000","18.600000000000","55.000000000000","13.750000000000","62.050000000000"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL","36535","BALDWIN","89.000000000000","40.050000000000","64.000000000000","19.200000000000","6.666666666667","1.666666666667","60.916666666667"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","43.000000000000","19.350000000000","63.000000000000","18.900000000000","30.000000000000","7.500000000000","45.750000000000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","MARION","73.000000000000","32.850000000000","75.000000000000","22.500000000000","30.000000000000","7.500000000000","62.850000000000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","94.000000000000","42.300000000000","32.000000000000","9.600000000000","50.000000000000","12.500000000000","64.400000000000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","70.000000000000","31.500000000000","25.000000000000","7.500000000000","0.000000000000","0.000000000000","39.000000000000"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","CLARKE","24.000000000000","10.800000000000","32.000000000000","9.600000000000","20.000000000000","5.000000000000","25.400000000000"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","TUSCALOOSA","62.500000000000","28.125000000000","60.000000000000","18.000000000000","33.333333333333","8.333333333333","54.458333333333"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","AL","36426","ESCAMBIA","57.000000000000","25.650000000000","48.000000000000","14.400000000000","23.333333333333","5.833333333333","45.883333333333"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","AL","36532","BALDWIN","73.333333333333","33.000000000000","66.000000000000","19.800000000000","10.000000000000","2.500000000000","55.300000000000"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","TALLADEGA","44.444444444444","20.000000000000","23.000000000000","6.900000000000","36.666666666667","9.166666666667","36.066666666667"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","JEFFERSON","80.833333333333","36.375000000000","47.000000000000","14.100000000000","10.000000000000","2.500000000000","52.975000000000"
"010104","TRINITY MEDICAL CENTER","800 MONTCLAIR RD","BIRMINGHAM","AL","35213","JEFFERSON","92.500000000000","41.625000000000","70.000000000000","21.000000000000","33.333333333333","8.333333333333","70.958333333333"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AL","36067","AUTAUGA","24.000000000000","10.800000000000","55.000000000000","16.500000000000","60.000000000000","15.000000000000","42.300000000000"
"010112","BRYAN W WHITFIELD MEM HOSP INC","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","36732","MARENGO","4.285714285714","1.928571428571","34.000000000000","10.200000000000","50.000000000000","12.500000000000","24.628571428571"
"010113","MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL","36652","MOBILE","62.500000000000","28.125000000000","62.000000000000","18.600000000000","13.333333333333","3.333333333333","50.058333333333"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","35021","JEFFERSON","57.000000000000","25.650000000000","33.000000000000","9.900000000000","43.333333333333","10.833333333333","46.383333333333"
"010118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","78.888888888889","35.500000000000","24.000000000000","7.200000000000","50.000000000000","12.500000000000","55.200000000000"
"010120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE, BOX 886","MONROEVILLE","AL","36460","MONROE","78.750000000000","35.437500000000","76.000000000000","22.800000000000","25.000000000000","6.250000000000","64.487500000000"
"010125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E     POST OFFICE BOX 780","HALEYVILLE","AL","35565","WINSTON","46.000000000000","20.700000000000","32.000000000000","9.600000000000","25.000000000000","6.250000000000","36.550000000000"
"010126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","PIKE","66.000000000000","29.700000000000","44.000000000000","13.200000000000","0.000000000000","0.000000000000","42.900000000000"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","AL","36507","BALDWIN","44.000000000000","19.800000000000","58.000000000000","17.400000000000","0.000000000000","0.000000000000","37.200000000000"
"010131","CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","HUNTSVILLE","AL","35801","MADISON","60.909090909091","27.409090909091","62.000000000000","18.600000000000","30.000000000000","7.500000000000","53.509090909091"
"010139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","JEFFERSON","61.666666666667","27.750000000000","48.000000000000","14.400000000000","23.333333333333","5.833333333333","47.983333333333"
"010144","SPRINGHILL MEDICAL CENTER","3719 DAUPHIN STREET","MOBILE","AL","36608","MOBILE","68.333333333333","30.750000000000","52.000000000000","15.600000000000","30.000000000000","7.500000000000","53.850000000000"
"010146","JACKSONVILLE MEDICAL CENTER","1701 SOUTH PELHAM ROAD","JACKSONVILLE","AL","36265","CALHOUN","0.000000000000","0.000000000000","66.000000000000","19.800000000000","35.000000000000","8.750000000000","28.550000000000"
"010149","BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","MONTGOMERY","AL","36117","MONTGOMERY","44.000000000000","19.800000000000","51.000000000000","15.300000000000","40.000000000000","10.000000000000","45.100000000000"
"010150","L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","GREENVILLE","AL","36037","BUTLER","74.000000000000","33.300000000000","74.000000000000","22.200000000000","10.000000000000","2.500000000000","58.000000000000"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","MUSCLE SHOALS","AL","35661","COLBERT","65.000000000000","29.250000000000","23.000000000000","6.900000000000","35.000000000000","8.750000000000","44.900000000000"
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","RUSSELLVILLE","AL","35653","FRANKLIN","98.000000000000","44.100000000000","58.000000000000","17.400000000000","23.333333333333","5.833333333333","67.333333333333"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","SYLACAUGA","AL","35150","TALLADEGA","85.000000000000","38.250000000000","61.000000000000","18.300000000000","46.666666666667","11.666666666667","68.216666666667"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","ANCHORAGE","AK","99519","ANCHORAGE","50.833333333333","22.875000000000","35.000000000000","10.500000000000","16.666666666667","4.166666666667","37.541666666667"
"020006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","PALMER","AK","99645","MATANUSKA-SUSITNA","93.636363636364","42.136363636364","35.000000000000","10.500000000000","30.000000000000","7.500000000000","60.136363636364"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","JUNEAU","AK","99801","JUNEAU","41.000000000000","18.450000000000","43.000000000000","12.900000000000","10.000000000000","2.500000000000","33.850000000000"
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","FAIRBANKS","AK","99701","FAIRBANKS","36.363636363636","16.363636363636","64.000000000000","19.200000000000","33.333333333333","8.333333333333","43.896969696970"
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","ANCHORAGE","AK","99508","ANCHORAGE","52.500000000000","23.625000000000","23.000000000000","6.900000000000","26.666666666667","6.666666666667","37.191666666667"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","SOLDOTNA","AK","99669","KENAI-COOK INLET","84.000000000000","37.800000000000","49.000000000000","14.700000000000","40.000000000000","10.000000000000","62.500000000000"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","ANCHORAGE","AK","99508","ANCHORAGE","51.000000000000","22.950000000000","29.000000000000","8.700000000000","13.333333333333","3.333333333333","34.983333333333"
"030002","BANNER GOOD SAMARITAN MEDICAL CENTER","1111 EAST MCDOWELL ROAD","PHOENIX","AZ","85006","MARICOPA","58.333333333333","26.250000000000","52.000000000000","15.600000000000","46.666666666667","11.666666666667","53.516666666667"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","TUCSON","AZ","85712","PIMA","80.833333333333","36.375000000000","29.000000000000","8.700000000000","3.333333333333","0.833333333333","45.908333333333"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","COTTONWOOD","AZ","86326","YAVAPAI","57.272727272727","25.772727272727","53.000000000000","15.900000000000","33.333333333333","8.333333333333","50.006060606061"
"030010","CARONDELET ST  MARYS HOSPITAL","1601 WEST ST MARY'S ROAD","TUCSON","AZ","85745","PIMA","62.500000000000","28.125000000000","41.000000000000","12.300000000000","26.666666666667","6.666666666667","47.091666666667"
"030011","CARONDELET ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","TUCSON","AZ","85711","PIMA","56.363636363636","25.363636363636","25.000000000000","7.500000000000","0.000000000000","0.000000000000","32.863636363636"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ","86301","YAVAPAI","20.833333333333","9.375000000000","20.000000000000","6.000000000000","30.000000000000","7.500000000000","22.875000000000"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","YUMA","AZ","85364","YUMA","27.500000000000","12.375000000000","23.000000000000","6.900000000000","46.666666666667","11.666666666667","30.941666666667"
"030014","JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL","250 EAST DUNLAP AVENUE","PHOENIX","AZ","85020","MARICOPA","45.833333333333","20.625000000000","16.000000000000","4.800000000000","0.000000000000","0.000000000000","25.425000000000"
"030016","CASA GRANDE REGIONAL MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","CASA GRANDE","AZ","85222","PINAL","44.545454545455","20.045454545455","37.000000000000","11.100000000000","20.000000000000","5.000000000000","36.145454545455"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","FLAGSTAFF","AZ","86001","COCONINO","54.166666666667","24.375000000000","44.000000000000","13.200000000000","56.666666666667","14.166666666667","51.741666666667"
"030024","ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","PHOENIX","AZ","85013","MARICOPA","57.500000000000","25.875000000000","33.000000000000","9.900000000000","43.333333333333","10.833333333333","46.608333333333"
"030030","PHOENIX BAPTIST HOSPITAL","2000 WEST BETHANY HOME ROAD","PHOENIX","AZ","85015","MARICOPA","71.666666666667","32.250000000000","36.000000000000","10.800000000000","46.666666666667","11.666666666667","54.716666666667"
"030033","PAYSON REGIONAL MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","GILA","84.000000000000","37.800000000000","52.000000000000","15.600000000000","40.000000000000","10.000000000000","63.400000000000"
"030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","CHANDLER","AZ","85224","MARICOPA","62.500000000000","28.125000000000","31.000000000000","9.300000000000","16.666666666667","4.166666666667","41.591666666667"
"030037","ST LUKES MEDICAL CENTER","1800 EAST VAN BUREN STREET","PHOENIX","AZ","85006","MARICOPA","53.636363636364","24.136363636364","38.000000000000","11.400000000000","20.000000000000","5.000000000000","40.536363636364"
"030038","SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","SCOTTSDALE","AZ","85251","MARICOPA","60.833333333333","27.375000000000","17.000000000000","5.100000000000","46.666666666667","11.666666666667","44.141666666667"
"030043","SIERRA VISTA REGIONAL HEALTH CENTER INC","300 EL CAMINO REAL","SIERRA VISTA","AZ","85635","COCHISE","30.000000000000","13.500000000000","44.000000000000","13.200000000000","43.333333333333","10.833333333333","37.533333333333"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","KINGMAN","AZ","86409","MOHAVE","44.166666666667","19.875000000000","29.000000000000","8.700000000000","26.666666666667","6.666666666667","35.241666666667"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","SUN CITY","AZ","85351","MARICOPA","84.166666666667","37.875000000000","55.000000000000","16.500000000000","50.000000000000","12.500000000000","66.875000000000"
