"State","HCAHPS Question","HCAHPS Measure Code","HCAHPS Answer Description","HCAHPS Answer Percent"
"AK","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","4"
"AL","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","79"
"AL","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","15"
"AL","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","6"
"AL","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","86"
"AL","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","11"
"AL","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"AL","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","67"
"AL","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","22"
"AL","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","11"
"AL","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","71"
"AL","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","21"
"AL","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","8"
"AL","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","65"
"AL","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","16"
"AL","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","19"
"AL","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","70"
"AL","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","19"
"AL","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","11"
"AL","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","71"
"AL","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","23"
"AL","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","6"
"AL","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","82"
"AL","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","18"
"AL","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","70"
"AL","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","22"
"AL","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"AL","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","70"
"AL","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"AL","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","5"
"AR","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","78"
"AR","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","17"
"AR","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"AR","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","83"
"AR","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","13"
"AR","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"AR","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","67"
"AR","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","24"
"AR","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","9"
"AR","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","71"
"AR","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","22"
"AR","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","7"
"AR","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","63"
"AR","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","17"
"AR","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","20"
"AR","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","72"
"AR","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","19"
"AR","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"AR","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","66"
"AR","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","26"
"AR","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","8"
"AR","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","81"
"AR","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","19"
"AR","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","69"
"AR","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","22"
"AR","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"AR","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"AR","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"AR","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","6"
"AS","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","Not Available"
"AS","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","Not Available"
"AS","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","Not Available"
"AS","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","Not Available"
"AS","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","Not Available"
"AS","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","Not Available"
"AS","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","Not Available"
"AS","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","Not Available"
"AS","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","Not Available"
"AS","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","Not Available"
"AS","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","Not Available"
"AS","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","Not Available"
"AS","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","Not Available"
"AS","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","Not Available"
"AS","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","Not Available"
"AS","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","Not Available"
"AS","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","Not Available"
"AS","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","Not Available"
"AS","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","Not Available"
"AS","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","Not Available"
"AS","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","Not Available"
"AS","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","Not Available"
"AS","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","Not Available"
"AS","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","Not Available"
"AS","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","Not Available"
"AS","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","Not Available"
"AS","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","Not Available"
"AS","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","Not Available"
"AS","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","Not Available"
"AZ","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","76"
"AZ","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","19"
"AZ","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"AZ","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","77"
"AZ","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","17"
"AZ","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","6"
"AZ","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","66"
"AZ","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","24"
"AZ","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","10"
"AZ","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","70"
"AZ","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","23"
"AZ","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","7"
"AZ","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","62"
"AZ","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","18"
"AZ","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","20"
"AZ","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","71"
"AZ","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","19"
"AZ","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","10"
"AZ","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","57"
"AZ","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","31"
"AZ","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","12"
"AZ","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","84"
"AZ","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","16"
"AZ","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","69"
"AZ","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","22"
"AZ","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"AZ","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","71"
"AZ","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","23"
"AZ","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","6"
"CA","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","73"
"CA","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","20"
"CA","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","7"
"CA","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","77"
"CA","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","17"
"CA","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","6"
"CA","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","60"
"CA","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","27"
"CA","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","13"
"CA","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","68"
"CA","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","24"
"CA","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","8"
"CA","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","59"
"CA","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","18"
"CA","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","23"
"CA","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","70"
"CA","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","20"
"CA","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","10"
"CA","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","50"
"CA","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","33"
"CA","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","17"
"CA","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","82"
"CA","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","18"
"CA","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","67"
"CA","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","23"
"CA","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","10"
"CA","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","69"
"CA","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","24"
"CA","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","7"
"CO","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","78"
"CO","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","18"
"CO","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"CO","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","81"
"CO","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","15"
"CO","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"CO","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","70"
"CO","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","23"
"CO","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","7"
"CO","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","71"
"CO","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","23"
"CO","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","6"
"CO","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","65"
"CO","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","19"
"CO","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","16"
"CO","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","75"
"CO","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","18"
"CO","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","7"
"CO","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","64"
"CO","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","29"
"CO","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","7"
"CO","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","86"
"CO","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","14"
"CO","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","74"
"CO","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","19"
"CO","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"CO","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","76"
"CO","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","20"
"CO","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","4"
"CT","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","77"
"CT","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","18"
"CT","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"CT","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","79"
"CT","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","16"
"CT","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"CT","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","62"
"CT","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","27"
"CT","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","11"
