"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Number Of Cases"
"VA","282","Acute myocardial infarction, discharged alive w/o CC/MCC","902"
"VI","282","Acute myocardial infarction, discharged alive w/o CC/MCC","*"
"VT","282","Acute myocardial infarction, discharged alive w/o CC/MCC","89"
"WA","282","Acute myocardial infarction, discharged alive w/o CC/MCC","492"
"WI","282","Acute myocardial infarction, discharged alive w/o CC/MCC","433"
"WV","282","Acute myocardial infarction, discharged alive w/o CC/MCC","365"
"WY","282","Acute myocardial infarction, discharged alive w/o CC/MCC","46"
"AK","280","Acute myocardial infarction, discharged alive w MCC","51"
"AL","280","Acute myocardial infarction, discharged alive w MCC","1226"
"AR","280","Acute myocardial infarction, discharged alive w MCC","740"
"AZ","280","Acute myocardial infarction, discharged alive w MCC","752"
"CA","280","Acute myocardial infarction, discharged alive w MCC","4954"
"CO","280","Acute myocardial infarction, discharged alive w MCC","369"
"CT","280","Acute myocardial infarction, discharged alive w MCC","1079"
"DC","280","Acute myocardial infarction, discharged alive w MCC","195"
"DE","280","Acute myocardial infarction, discharged alive w MCC","234"
"FL","280","Acute myocardial infarction, discharged alive w MCC","5065"
"GA","280","Acute myocardial infarction, discharged alive w MCC","1728"
"GU","280","Acute myocardial infarction, discharged alive w MCC","28"
"HI","280","Acute myocardial infarction, discharged alive w MCC","233"
"IA","280","Acute myocardial infarction, discharged alive w MCC","749"
"ID","280","Acute myocardial infarction, discharged alive w MCC","142"
"IL","280","Acute myocardial infarction, discharged alive w MCC","3148"
"IN","280","Acute myocardial infarction, discharged alive w MCC","1577"
"KS","280","Acute myocardial infarction, discharged alive w MCC","469"
"KY","280","Acute myocardial infarction, discharged alive w MCC","1627"
"LA","280","Acute myocardial infarction, discharged alive w MCC","801"
"MA","280","Acute myocardial infarction, discharged alive w MCC","2029"
"MD","280","Acute myocardial infarction, discharged alive w MCC","1169"
"ME","280","Acute myocardial infarction, discharged alive w MCC","564"
"MI","280","Acute myocardial infarction, discharged alive w MCC","3656"
"MN","280","Acute myocardial infarction, discharged alive w MCC","842"
"MO","280","Acute myocardial infarction, discharged alive w MCC","1472"
"MP","280","Acute myocardial infarction, discharged alive w MCC","*"
"MS","280","Acute myocardial infarction, discharged alive w MCC","878"
"MT","280","Acute myocardial infarction, discharged alive w MCC","69"
"NC","280","Acute myocardial infarction, discharged alive w MCC","2931"
"ND","280","Acute myocardial infarction, discharged alive w MCC","179"
"NE","280","Acute myocardial infarction, discharged alive w MCC","279"
"NH","280","Acute myocardial infarction, discharged alive w MCC","367"
"NJ","280","Acute myocardial infarction, discharged alive w MCC","3213"
"NM","280","Acute myocardial infarction, discharged alive w MCC","212"
"NV","280","Acute myocardial infarction, discharged alive w MCC","296"
"NY","280","Acute myocardial infarction, discharged alive w MCC","4921"
"OH","280","Acute myocardial infarction, discharged alive w MCC","2775"
"OK","280","Acute myocardial infarction, discharged alive w MCC","814"
"OR","280","Acute myocardial infarction, discharged alive w MCC","510"
"PA","280","Acute myocardial infarction, discharged alive w MCC","3668"
"PR","280","Acute myocardial infarction, discharged alive w MCC","308"
"RI","280","Acute myocardial infarction, discharged alive w MCC","335"
"SC","280","Acute myocardial infarction, discharged alive w MCC","1153"
"SD","280","Acute myocardial infarction, discharged alive w MCC","191"
"TN","280","Acute myocardial infarction, discharged alive w MCC","2241"
"TX","280","Acute myocardial infarction, discharged alive w MCC","4590"
"UT","280","Acute myocardial infarction, discharged alive w MCC","115"
"VA","280","Acute myocardial infarction, discharged alive w MCC","1831"
"VI","280","Acute myocardial infarction, discharged alive w MCC","*"
"VT","280","Acute myocardial infarction, discharged alive w MCC","102"
"WA","280","Acute myocardial infarction, discharged alive w MCC","953"
"WI","280","Acute myocardial infarction, discharged alive w MCC","1032"
"WV","280","Acute myocardial infarction, discharged alive w MCC","726"
"WY","280","Acute myocardial infarction, discharged alive w MCC","43"
"AK","281","Acute myocardial infarction, discharged alive w CC","59"
"AL","281","Acute myocardial infarction, discharged alive w CC","854"
"AR","281","Acute myocardial infarction, discharged alive w CC","504"
"AZ","281","Acute myocardial infarction, discharged alive w CC","636"
"CA","281","Acute myocardial infarction, discharged alive w CC","3063"
"CO","281","Acute myocardial infarction, discharged alive w CC","372"
"CT","281","Acute myocardial infarction, discharged alive w CC","700"
"DC","281","Acute myocardial infarction, discharged alive w CC","138"
"DE","281","Acute myocardial infarction, discharged alive w CC","134"
"FL","281","Acute myocardial infarction, discharged alive w CC","3501"
"GA","281","Acute myocardial infarction, discharged alive w CC","1364"
"GU","281","Acute myocardial infarction, discharged alive w CC","19"
"HI","281","Acute myocardial infarction, discharged alive w CC","157"
"IA","281","Acute myocardial infarction, discharged alive w CC","503"
"ID","281","Acute myocardial infarction, discharged alive w CC","116"
"IL","281","Acute myocardial infarction, discharged alive w CC","1986"
"IN","281","Acute myocardial infarction, discharged alive w CC","1136"
"KS","281","Acute myocardial infarction, discharged alive w CC","362"
"KY","281","Acute myocardial infarction, discharged alive w CC","1041"
"LA","281","Acute myocardial infarction, discharged alive w CC","612"
"MA","281","Acute myocardial infarction, discharged alive w CC","1325"
"MD","281","Acute myocardial infarction, discharged alive w CC","1465"
"ME","281","Acute myocardial infarction, discharged alive w CC","515"
"MI","281","Acute myocardial infarction, discharged alive w CC","2300"
"MN","281","Acute myocardial infarction, discharged alive w CC","691"
"MO","281","Acute myocardial infarction, discharged alive w CC","975"
"MP","281","Acute myocardial infarction, discharged alive w CC","*"
"MS","281","Acute myocardial infarction, discharged alive w CC","634"
"MT","281","Acute myocardial infarction, discharged alive w CC","84"
"NC","281","Acute myocardial infarction, discharged alive w CC","1925"
"ND","281","Acute myocardial infarction, discharged alive w CC","104"
"NE","281","Acute myocardial infarction, discharged alive w CC","266"
"NH","281","Acute myocardial infarction, discharged alive w CC","319"
"NJ","281","Acute myocardial infarction, discharged alive w CC","1911"
"NM","281","Acute myocardial infarction, discharged alive w CC","189"
"NV","281","Acute myocardial infarction, discharged alive w CC","262"
"NY","281","Acute myocardial infarction, discharged alive w CC","3085"
"OH","281","Acute myocardial infarction, discharged alive w CC","1852"
"OK","281","Acute myocardial infarction, discharged alive w CC","695"
"OR","281","Acute myocardial infarction, discharged alive w CC","398"
"PA","281","Acute myocardial infarction, discharged alive w CC","2274"
"PR","281","Acute myocardial infarction, discharged alive w CC","269"
"RI","281","Acute myocardial infarction, discharged alive w CC","226"
"SC","281","Acute myocardial infarction, discharged alive w CC","830"
"SD","281","Acute myocardial infarction, discharged alive w CC","126"
"TN","281","Acute myocardial infarction, discharged alive w CC","1440"
"TX","281","Acute myocardial infarction, discharged alive w CC","3014"
"UT","281","Acute myocardial infarction, discharged alive w CC","122"
"VA","281","Acute myocardial infarction, discharged alive w CC","1414"
"VI","281","Acute myocardial infarction, discharged alive w CC","*"
"VT","281","Acute myocardial infarction, discharged alive w CC","104"
"WA","281","Acute myocardial infarction, discharged alive w CC","730"
"WI","281","Acute myocardial infarction, discharged alive w CC","725"
"WV","281","Acute myocardial infarction, discharged alive w CC","582"
"WY","281","Acute myocardial infarction, discharged alive w CC","63"
"AK","293","Heart failure and shock w/o CC/MCC","95"
"AL","293","Heart failure and shock w/o CC/MCC","2147"
"AR","293","Heart failure and shock w/o CC/MCC","1439"
"AS","293","Heart failure and shock w/o CC/MCC","*"
"AZ","293","Heart failure and shock w/o CC/MCC","982"
"CA","293","Heart failure and shock w/o CC/MCC","5411"
"CO","293","Heart failure and shock w/o CC/MCC","630"
"CT","293","Heart failure and shock w/o CC/MCC","1196"
"DC","293","Heart failure and shock w/o CC/MCC","378"
"DE","293","Heart failure and shock w/o CC/MCC","295"
"FL","293","Heart failure and shock w/o CC/MCC","6806"
"GA","293","Heart failure and shock w/o CC/MCC","2533"
"GU","293","Heart failure and shock w/o CC/MCC","18"
"HI","293","Heart failure and shock w/o CC/MCC","153"
"IA","293","Heart failure and shock w/o CC/MCC","891"
"ID","293","Heart failure and shock w/o CC/MCC","158"
"IL","293","Heart failure and shock w/o CC/MCC","4973"
"IN","293","Heart failure and shock w/o CC/MCC","2596"
"KS","293","Heart failure and shock w/o CC/MCC","763"
"KY","293","Heart failure and shock w/o CC/MCC","2376"
"LA","293","Heart failure and shock w/o CC/MCC","2333"
"MA","293","Heart failure and shock w/o CC/MCC","2729"
"MD","293","Heart failure and shock w/o CC/MCC","2209"
"ME","293","Heart failure and shock w/o CC/MCC","431"
"MI","293","Heart failure and shock w/o CC/MCC","3417"
"MN","293","Heart failure and shock w/o CC/MCC","1079"
"MO","293","Heart failure and shock w/o CC/MCC","2147"
"MP","293","Heart failure and shock w/o CC/MCC","*"
"MS","293","Heart failure and shock w/o CC/MCC","1685"
"MT","293","Heart failure and shock w/o CC/MCC","175"
"NC","293","Heart failure and shock w/o CC/MCC","2993"
"ND","293","Heart failure and shock w/o CC/MCC","160"
"NE","293","Heart failure and shock w/o CC/MCC","454"
"NH","293","Heart failure and shock w/o CC/MCC","322"
"NJ","293","Heart failure and shock w/o CC/MCC","3883"
"NM","293","Heart failure and shock w/o CC/MCC","350"
"NV","293","Heart failure and shock w/o CC/MCC","540"
"NY","293","Heart failure and shock w/o CC/MCC","5978"
"OH","293","Heart failure and shock w/o CC/MCC","3837"
"OK","293","Heart failure and shock w/o CC/MCC","1278"
"OR","293","Heart failure and shock w/o CC/MCC","553"
"PA","293","Heart failure and shock w/o CC/MCC","5087"
"PR","293","Heart failure and shock w/o CC/MCC","556"
"RI","293","Heart failure and shock w/o CC/MCC","289"
"SC","293","Heart failure and shock w/o CC/MCC","1761"
"SD","293","Heart failure and shock w/o CC/MCC","217"
"TN","293","Heart failure and shock w/o CC/MCC","2609"
"TX","293","Heart failure and shock w/o CC/MCC","6110"
"UT","293","Heart failure and shock w/o CC/MCC","260"
"VA","293","Heart failure and shock w/o CC/MCC","2312"
"VI","293","Heart failure and shock w/o CC/MCC","49"
"VT","293","Heart failure and shock w/o CC/MCC","142"
"WA","293","Heart failure and shock w/o CC/MCC","1260"
"WI","293","Heart failure and shock w/o CC/MCC","1363"
"WV","293","Heart failure and shock w/o CC/MCC","927"
"WY","293","Heart failure and shock w/o CC/MCC","140"
"AK","291","Heart failure and shock w MCC","127"
"AL","291","Heart failure and shock w MCC","3831"
"AR","291","Heart failure and shock w MCC","1952"
"AS","291","Heart failure and shock w MCC","*"
"AZ","291","Heart failure and shock w MCC","2205"
"CA","291","Heart failure and shock w MCC","14704"
"CO","291","Heart failure and shock w MCC","987"
"CT","291","Heart failure and shock w MCC","2762"
"DC","291","Heart failure and shock w MCC","525"
"DE","291","Heart failure and shock w MCC","800"
"FL","291","Heart failure and shock w MCC","14378"
"GA","291","Heart failure and shock w MCC","5870"
"GU","291","Heart failure and shock w MCC","47"
"HI","291","Heart failure and shock w MCC","304"
"IA","291","Heart failure and shock w MCC","1529"
"ID","291","Heart failure and shock w MCC","356"
"IL","291","Heart failure and shock w MCC","9598"
"IN","291","Heart failure and shock w MCC","4797"
"KS","291","Heart failure and shock w MCC","1334"
"KY","291","Heart failure and shock w MCC","4091"
"LA","291","Heart failure and shock w MCC","3453"
"MA","291","Heart failure and shock w MCC","4835"
"MD","291","Heart failure and shock w MCC","4408"
"ME","291","Heart failure and shock w MCC","708"
"MI","291","Heart failure and shock w MCC","9013"
"MN","291","Heart failure and shock w MCC","1977"
"MO","291","Heart failure and shock w MCC","5198"
"MP","291","Heart failure and shock w MCC","*"
"MS","291","Heart failure and shock w MCC","2801"
"MT","291","Heart failure and shock w MCC","301"
"NC","291","Heart failure and shock w MCC","7765"
"ND","291","Heart failure and shock w MCC","466"
"NE","291","Heart failure and shock w MCC","756"
"NH","291","Heart failure and shock w MCC","657"
"NJ","291","Heart failure and shock w MCC","7448"
"NM","291","Heart failure and shock w MCC","452"
"NV","291","Heart failure and shock w MCC","918"
"NY","291","Heart failure and shock w MCC","10386"
"OH","291","Heart failure and shock w MCC","8308"
"OK","291","Heart failure and shock w MCC","2117"
"OR","291","Heart failure and shock w MCC","1013"
"PA","291","Heart failure and shock w MCC","8549"
"PR","291","Heart failure and shock w MCC","675"
"RI","291","Heart failure and shock w MCC","621"
"SC","291","Heart failure and shock w MCC","3225"
"SD","291","Heart failure and shock w MCC","369"
"TN","291","Heart failure and shock w MCC","5204"
"TX","291","Heart failure and shock w MCC","13314"
"UT","291","Heart failure and shock w MCC","416"
"VA","291","Heart failure and shock w MCC","5835"
"VI","291","Heart failure and shock w MCC","18"
"VT","291","Heart failure and shock w MCC","195"
"WA","291","Heart failure and shock w MCC","2781"
"WI","291","Heart failure and shock w MCC","2427"
"WV","291","Heart failure and shock w MCC","1602"
"WY","291","Heart failure and shock w MCC","114"
"AK","292","Heart failure and shock w CC","225"
"AL","292","Heart failure and shock w CC","4732"
"AR","292","Heart failure and shock w CC","2768"
"AS","292","Heart failure and shock w CC","*"
"AZ","292","Heart failure and shock w CC","2665"
"CA","292","Heart failure and shock w CC","14011"
"CO","292","Heart failure and shock w CC","1608"
"CT","292","Heart failure and shock w CC","3114"
"DC","292","Heart failure and shock w CC","776"
"DE","292","Heart failure and shock w CC","821"
"FL","292","Heart failure and shock w CC","16650"
"GA","292","Heart failure and shock w CC","6721"
"GU","292","Heart failure and shock w CC","27"
"HI","292","Heart failure and shock w CC","398"
"IA","292","Heart failure and shock w CC","1975"
"ID","292","Heart failure and shock w CC","426"
"IL","292","Heart failure and shock w CC","11540"
"IN","292","Heart failure and shock w CC","6239"
"KS","292","Heart failure and shock w CC","1775"
"KY","292","Heart failure and shock w CC","4802"
"LA","292","Heart failure and shock w CC","4483"
"MA","292","Heart failure and shock w CC","6397"
"MD","292","Heart failure and shock w CC","5730"
"ME","292","Heart failure and shock w CC","1210"
"MI","292","Heart failure and shock w CC","9139"
"MN","292","Heart failure and shock w CC","2871"
"MO","292","Heart failure and shock w CC","5147"
"MP","292","Heart failure and shock w CC","*"
"MS","292","Heart failure and shock w CC","3257"
"MT","292","Heart failure and shock w CC","445"
"NC","292","Heart failure and shock w CC","7842"
"ND","292","Heart failure and shock w CC","431"
"NE","292","Heart failure and shock w CC","1175"
"NH","292","Heart failure and shock w CC","989"
"NJ","292","Heart failure and shock w CC","9316"
"NM","292","Heart failure and shock w CC","667"
"NV","292","Heart failure and shock w CC","1165"
"NY","292","Heart failure and shock w CC","13202"
"OH","292","Heart failure and shock w CC","9517"
"OK","292","Heart failure and shock w CC","3073"
"OR","292","Heart failure and shock w CC","1339"
"PA","292","Heart failure and shock w CC","11733"
"PR","292","Heart failure and shock w CC","541"
"RI","292","Heart failure and shock w CC","821"
"SC","292","Heart failure and shock w CC","3867"
"SD","292","Heart failure and shock w CC","562"
"TN","292","Heart failure and shock w CC","6036"
"TX","292","Heart failure and shock w CC","14955"
"UT","292","Heart failure and shock w CC","590"
"VA","292","Heart failure and shock w CC","6268"
"VI","292","Heart failure and shock w CC","23"
"VT","292","Heart failure and shock w CC","330"
"WA","292","Heart failure and shock w CC","3089"
"WI","292","Heart failure and shock w CC","3593"
"WV","292","Heart failure and shock w CC","2008"
"WY","292","Heart failure and shock w CC","242"
"AK","192","Chronic obstructive pulmonary disease w/o CC/MCC","145"
"AL","192","Chronic obstructive pulmonary disease w/o CC/MCC","3240"
"AR","192","Chronic obstructive pulmonary disease w/o CC/MCC","1659"
"AS","192","Chronic obstructive pulmonary disease w/o CC/MCC","*"
"AZ","192","Chronic obstructive pulmonary disease w/o CC/MCC","1399"
"CA","192","Chronic obstructive pulmonary disease w/o CC/MCC","5824"
"CO","192","Chronic obstructive pulmonary disease w/o CC/MCC","754"
"CT","192","Chronic obstructive pulmonary disease w/o CC/MCC","1039"
"DC","192","Chronic obstructive pulmonary disease w/o CC/MCC","305"
"DE","192","Chronic obstructive pulmonary disease w/o CC/MCC","370"
"FL","192","Chronic obstructive pulmonary disease w/o CC/MCC","9566"
"GA","192","Chronic obstructive pulmonary disease w/o CC/MCC","3495"
"GU","192","Chronic obstructive pulmonary disease w/o CC/MCC","19"
"HI","192","Chronic obstructive pulmonary disease w/o CC/MCC","146"
"IA","192","Chronic obstructive pulmonary disease w/o CC/MCC","917"
"ID","192","Chronic obstructive pulmonary disease w/o CC/MCC","165"
"IL","192","Chronic obstructive pulmonary disease w/o CC/MCC","6126"
"IN","192","Chronic obstructive pulmonary disease w/o CC/MCC","3606"
"KS","192","Chronic obstructive pulmonary disease w/o CC/MCC","940"
"KY","192","Chronic obstructive pulmonary disease w/o CC/MCC","4591"
"LA","192","Chronic obstructive pulmonary disease w/o CC/MCC","2247"
"MA","192","Chronic obstructive pulmonary disease w/o CC/MCC","3364"
"MD","192","Chronic obstructive pulmonary disease w/o CC/MCC","2642"
"ME","192","Chronic obstructive pulmonary disease w/o CC/MCC","563"
"MI","192","Chronic obstructive pulmonary disease w/o CC/MCC","4632"
"MN","192","Chronic obstructive pulmonary disease w/o CC/MCC","890"
"MO","192","Chronic obstructive pulmonary disease w/o CC/MCC","2763"
"MP","192","Chronic obstructive pulmonary disease w/o CC/MCC","*"
"MS","192","Chronic obstructive pulmonary disease w/o CC/MCC","2224"
"MT","192","Chronic obstructive pulmonary disease w/o CC/MCC","215"
"NC","192","Chronic obstructive pulmonary disease w/o CC/MCC","3502"
"ND","192","Chronic obstructive pulmonary disease w/o CC/MCC","121"
"NE","192","Chronic obstructive pulmonary disease w/o CC/MCC","557"
"NH","192","Chronic obstructive pulmonary disease w/o CC/MCC","540"
"NJ","192","Chronic obstructive pulmonary disease w/o CC/MCC","3957"
"NM","192","Chronic obstructive pulmonary disease w/o CC/MCC","569"
"NV","192","Chronic obstructive pulmonary disease w/o CC/MCC","908"
"NY","192","Chronic obstructive pulmonary disease w/o CC/MCC","6614"
"OH","192","Chronic obstructive pulmonary disease w/o CC/MCC","5736"
"OK","192","Chronic obstructive pulmonary disease w/o CC/MCC","2306"
"OR","192","Chronic obstructive pulmonary disease w/o CC/MCC","503"
"PA","192","Chronic obstructive pulmonary disease w/o CC/MCC","5414"
"PR","192","Chronic obstructive pulmonary disease w/o CC/MCC","731"
"RI","192","Chronic obstructive pulmonary disease w/o CC/MCC","482"
"SC","192","Chronic obstructive pulmonary disease w/o CC/MCC","1961"
"SD","192","Chronic obstructive pulmonary disease w/o CC/MCC","266"
"TN","192","Chronic obstructive pulmonary disease w/o CC/MCC","4155"
"TX","192","Chronic obstructive pulmonary disease w/o CC/MCC","7839"
"UT","192","Chronic obstructive pulmonary disease w/o CC/MCC","190"
"VA","192","Chronic obstructive pulmonary disease w/o CC/MCC","3011"
"VI","192","Chronic obstructive pulmonary disease w/o CC/MCC","11"
"VT","192","Chronic obstructive pulmonary disease w/o CC/MCC","184"
"WA","192","Chronic obstructive pulmonary disease w/o CC/MCC","1215"
"WI","192","Chronic obstructive pulmonary disease w/o CC/MCC","1111"
"WV","192","Chronic obstructive pulmonary disease w/o CC/MCC","2131"
"WY","192","Chronic obstructive pulmonary disease w/o CC/MCC","202"
"AK","190","Chronic obstructive pulmonary disease w MCC","166"
"AL","190","Chronic obstructive pulmonary disease w MCC","3767"
"AR","190","Chronic obstructive pulmonary disease w MCC","1806"
"AS","190","Chronic obstructive pulmonary disease w MCC","*"
"AZ","190","Chronic obstructive pulmonary disease w MCC","2134"
"CA","190","Chronic obstructive pulmonary disease w MCC","9871"
"CO","190","Chronic obstructive pulmonary disease w MCC","1078"
"CT","190","Chronic obstructive pulmonary disease w MCC","1954"
"DC","190","Chronic obstructive pulmonary disease w MCC","269"
"DE","190","Chronic obstructive pulmonary disease w MCC","744"
"FL","190","Chronic obstructive pulmonary disease w MCC","11597"
"GA","190","Chronic obstructive pulmonary disease w MCC","4379"
"GU","190","Chronic obstructive pulmonary disease w MCC","13"
"HI","190","Chronic obstructive pulmonary disease w MCC","218"
"IA","190","Chronic obstructive pulmonary disease w MCC","1410"
"ID","190","Chronic obstructive pulmonary disease w MCC","286"
"IL","190","Chronic obstructive pulmonary disease w MCC","7518"
"IN","190","Chronic obstructive pulmonary disease w MCC","4504"
"KS","190","Chronic obstructive pulmonary disease w MCC","1021"
"KY","190","Chronic obstructive pulmonary disease w MCC","4500"
"LA","190","Chronic obstructive pulmonary disease w MCC","2495"
"MA","190","Chronic obstructive pulmonary disease w MCC","4384"
"MD","190","Chronic obstructive pulmonary disease w MCC","3036"
"ME","190","Chronic obstructive pulmonary disease w MCC","777"
"MI","190","Chronic obstructive pulmonary disease w MCC","7173"
"MN","190","Chronic obstructive pulmonary disease w MCC","1418"
"MO","190","Chronic obstructive pulmonary disease w MCC","3482"
"MP","190","Chronic obstructive pulmonary disease w MCC","*"
"MS","190","Chronic obstructive pulmonary disease w MCC","2196"
"MT","190","Chronic obstructive pulmonary disease w MCC","332"
"NC","190","Chronic obstructive pulmonary disease w MCC","5451"
"ND","190","Chronic obstructive pulmonary disease w MCC","182"
"NE","190","Chronic obstructive pulmonary disease w MCC","844"
"NH","190","Chronic obstructive pulmonary disease w MCC","819"
"NJ","190","Chronic obstructive pulmonary disease w MCC","5219"
"NM","190","Chronic obstructive pulmonary disease w MCC","604"
"NV","190","Chronic obstructive pulmonary disease w MCC","883"
"NY","190","Chronic obstructive pulmonary disease w MCC","8162"
"OH","190","Chronic obstructive pulmonary disease w MCC","7592"
"OK","190","Chronic obstructive pulmonary disease w MCC","2470"
"OR","190","Chronic obstructive pulmonary disease w MCC","685"
"PA","190","Chronic obstructive pulmonary disease w MCC","6358"
"PR","190","Chronic obstructive pulmonary disease w MCC","293"
"RI","190","Chronic obstructive pulmonary disease w MCC","607"
"SC","190","Chronic obstructive pulmonary disease w MCC","2685"
"SD","190","Chronic obstructive pulmonary disease w MCC","294"
"TN","190","Chronic obstructive pulmonary disease w MCC","5088"
"TX","190","Chronic obstructive pulmonary disease w MCC","11048"
"UT","190","Chronic obstructive pulmonary disease w MCC","375"
"VA","190","Chronic obstructive pulmonary disease w MCC","3894"
"VI","190","Chronic obstructive pulmonary disease w MCC","*"
"VT","190","Chronic obstructive pulmonary disease w MCC","309"
"WA","190","Chronic obstructive pulmonary disease w MCC","1724"
"WI","190","Chronic obstructive pulmonary disease w MCC","1888"
"WV","190","Chronic obstructive pulmonary disease w MCC","2006"
"WY","190","Chronic obstructive pulmonary disease w MCC","189"
"AK","191","Chronic obstructive pulmonary disease w CC","173"
"AL","191","Chronic obstructive pulmonary disease w CC","3806"
"AR","191","Chronic obstructive pulmonary disease w CC","1730"
"AS","191","Chronic obstructive pulmonary disease w CC","*"
"AZ","191","Chronic obstructive pulmonary disease w CC","2041"
"CA","191","Chronic obstructive pulmonary disease w CC","8755"
"CO","191","Chronic obstructive pulmonary disease w CC","1081"
"CT","191","Chronic obstructive pulmonary disease w CC","1596"
"DC","191","Chronic obstructive pulmonary disease w CC","325"
"DE","191","Chronic obstructive pulmonary disease w CC","545"
"FL","191","Chronic obstructive pulmonary disease w CC","12238"
"GA","191","Chronic obstructive pulmonary disease w CC","4489"
"GU","191","Chronic obstructive pulmonary disease w CC","11"
"HI","191","Chronic obstructive pulmonary disease w CC","163"
"IA","191","Chronic obstructive pulmonary disease w CC","1221"
"ID","191","Chronic obstructive pulmonary disease w CC","236"
"IL","191","Chronic obstructive pulmonary disease w CC","7718"
"IN","191","Chronic obstructive pulmonary disease w CC","4665"
"KS","191","Chronic obstructive pulmonary disease w CC","1130"
"KY","191","Chronic obstructive pulmonary disease w CC","4343"
"LA","191","Chronic obstructive pulmonary disease w CC","2304"
"MA","191","Chronic obstructive pulmonary disease w CC","4434"
"MD","191","Chronic obstructive pulmonary disease w CC","3886"
"ME","191","Chronic obstructive pulmonary disease w CC","890"
"MI","191","Chronic obstructive pulmonary disease w CC","7245"
"MN","191","Chronic obstructive pulmonary disease w CC","1408"
"MO","191","Chronic obstructive pulmonary disease w CC","3470"
"MP","191","Chronic obstructive pulmonary disease w CC","*"
"MS","191","Chronic obstructive pulmonary disease w CC","2251"
"MT","191","Chronic obstructive pulmonary disease w CC","263"
"NC","191","Chronic obstructive pulmonary disease w CC","5034"
"ND","191","Chronic obstructive pulmonary disease w CC","187"
"NE","191","Chronic obstructive pulmonary disease w CC","773"
"NH","191","Chronic obstructive pulmonary disease w CC","771"
"NJ","191","Chronic obstructive pulmonary disease w CC","5758"
"NM","191","Chronic obstructive pulmonary disease w CC","517"
"NV","191","Chronic obstructive pulmonary disease w CC","841"
"NY","191","Chronic obstructive pulmonary disease w CC","8482"
